StudentID,Age,Gender,SocioeconomicStatus,ParentalEducation,LanguageBackground,PriorGPA
92,29,Female,Medium,Bachelors,Native,2.1961264672585896
93,26,Male,Medium,Secondary,Native,2.7283715788682565
94,25,Non-binary,Medium,Bachelors,ESL,3.271059418810579
95,22,Male,Medium,Secondary,ESL,2.5919446076452806
96,30,Female,High,Secondary,Native,3.885355502450857
97,19,Male,Medium,Secondary,Native,2.9371936577662408
98,22,Male,Medium,Secondary,Native,1.5708588530897043
99,25,Female,Low,Masters_Plus,Bilingual,2.9998989435687076
100,27,Male,Medium,Bachelors,Native,2.769762295873025
101,26,Female,Medium,Bachelors,Native,3.6264363950192506
102,29,Female,Low,Bachelors,Native,2.7898164946513107
103,29,Female,Medium,Secondary,Bilingual,2.648105694789942
104,29,Male,Medium,Secondary,Native,4.0
105,30,Female,Medium,Bachelors,Native,1.5365772021477995
106,26,Male,Low,Masters_Plus,Native,2.5934386696012366
107,30,Female,Medium,Bachelors,Native,2.9594231746185553
108,30,Female,Low,Secondary,ESL,2.5603688043840713
109,18,Female,High,Secondary,Native,1.539517047514558
110,26,Female,Low,Below_Secondary,Native,3.042452226896594
111,24,Female,Medium,Below_Secondary,ESL,2.5252055159709434
112,26,Male,Medium,Secondary,Native,2.7182557634277518
113,25,Female,High,Bachelors,Native,3.555314266774406
114,18,Male,Low,Secondary,ESL,2.982677514617425
115,29,Female,Medium,Bachelors,Bilingual,2.4279794398166823
116,25,Female,Medium,Bachelors,Native,3.0361539351885822
117,25,Female,Medium,Secondary,Bilingual,2.545322622234716
118,28,Male,Medium,Bachelors,Bilingual,2.61786215447997
119,20,Female,Medium,Secondary,Native,3.2543960092634228
120,18,Male,High,Bachelors,Bilingual,2.4149637904344234
121,25,Male,Low,Bachelors,Native,3.1369400409239345
122,20,Male,Low,Bachelors,ESL,2.6619381918307963
123,20,Male,High,Masters_Plus,ESL,2.495233283247136
124,18,Male,Low,Below_Secondary,Native,2.4973186482091103
125,28,Female,High,Bachelors,Native,2.431608286731644
126,22,Male,Medium,Bachelors,Native,2.853558363954499
127,27,Male,Medium,Bachelors,Native,2.635156018816139
128,24,Female,Low,Bachelors,Native,3.621706085444969
129,27,Male,Low,Bachelors,Bilingual,2.267723066323156
130,26,Female,Medium,Bachelors,Native,3.125870258749474
131,29,Female,High,Secondary,Native,3.4859670412222465
132,24,Female,High,Secondary,Bilingual,3.838075597411664
133,26,Female,Low,Bachelors,Bilingual,2.312935499664631
134,25,Female,Low,Bachelors,Bilingual,3.4146313643847868
135,29,Female,Low,Masters_Plus,Native,2.9235404240802074
136,19,Male,High,Secondary,Bilingual,3.43134484656635
137,18,Female,Medium,Secondary,ESL,2.413198610252721
138,24,Male,Low,Bachelors,Native,2.7302441655240512
139,24,Female,Low,Masters_Plus,Native,2.5817912367532645
140,25,Male,Medium,Masters_Plus,ESL,2.529513826053293
141,22,Female,High,Secondary,Native,2.8246831232573784
142,20,Male,Medium,Below_Secondary,Native,4.0
143,29,Female,Low,Secondary,Native,3.2013283361811893
144,25,Male,Medium,Secondary,Native,2.589326355175863
145,23,Female,Medium,Masters_Plus,Native,2.62482529606484
146,28,Female,Low,Secondary,Native,3.1375311320982773
147,20,Male,Low,Secondary,Native,2.6883047774407776
148,18,Female,Medium,Secondary,Native,2.6904249099968034
149,20,Female,Low,Secondary,Bilingual,2.1344907613577373
150,22,Female,Low,Bachelors,ESL,2.771763283557297
151,20,Male,Medium,Below_Secondary,Native,1.2849959252957752
152,18,Male,Medium,Secondary,Native,1.7389547243195806
153,22,Male,Medium,Masters_Plus,Native,2.589814956185985
154,27,Male,Medium,Secondary,Native,3.1961646608041314
155,24,Female,Medium,Bachelors,ESL,3.76681587599236
156,24,Male,Medium,Secondary,Native,3.0408205035533435
157,28,Female,Low,Bachelors,Native,3.120539708529369
158,26,Male,High,Below_Secondary,Native,2.867709045660998
159,27,Female,Low,Secondary,Bilingual,3.303047863045801
160,27,Female,Medium,Bachelors,Native,2.928030132616584
161,29,Female,Medium,Secondary,Native,3.023567608645667
162,30,Male,Medium,Bachelors,Bilingual,1.8618184029071179
163,20,Male,High,Secondary,Native,2.957776839880516
164,24,Male,Medium,Bachelors,Native,2.813959838154194
165,18,Male,High,Masters_Plus,Native,2.550315545194022
166,21,Male,High,Below_Secondary,Native,2.5944879573196227
167,30,Male,High,Secondary,Native,1.9996894489316697
168,21,Male,High,Bachelors,Bilingual,3.123452047528108
169,22,Female,High,Bachelors,Bilingual,2.9409941201064145
170,24,Male,Medium,Below_Secondary,Native,2.841524949453419
171,24,Female,Medium,Secondary,Native,2.9380006325926757
172,30,Male,Low,Secondary,Native,2.0522712356873236
173,28,Female,Medium,Secondary,Native,3.8579937212488344
174,30,Female,High,Masters_Plus,Native,3.3658538409619605
175,21,Female,Medium,Bachelors,Native,3.1723690094365153
176,30,Female,High,Bachelors,Native,3.690710502281148
177,24,Male,High,Secondary,Native,2.926670342632525
178,28,Female,Low,Below_Secondary,Native,2.6305082574558876
179,20,Male,Low,Masters_Plus,Native,2.964293758159904
180,23,Male,Medium,Below_Secondary,Native,3.7161604253534795
181,29,Female,Low,Secondary,Native,2.2633094562732547
182,19,Female,Medium,Secondary,Bilingual,3.7089953444591153
183,27,Male,High,Bachelors,Native,1.9886691895484963
184,30,Female,Medium,Secondary,Native,3.119848444225239
185,26,Female,Medium,Secondary,Native,3.4061271262470143
186,22,Male,Low,Masters_Plus,Native,3.1866607016173103
187,23,Male,Medium,Bachelors,Bilingual,3.428532267000946
188,29,Male,Medium,Below_Secondary,ESL,2.7234947091320825
189,29,Male,Medium,Bachelors,Native,2.0361212891063745
190,29,Male,Low,Secondary,Bilingual,3.4301528126301446
191,29,Male,Medium,Secondary,Native,3.909169118752109
192,21,Male,Medium,Bachelors,Native,2.7012140304731505
193,28,Female,High,Secondary,Native,3.2091635281869353
194,27,Female,Low,Secondary,ESL,2.3041657309999577
195,24,Non-binary,Low,Bachelors,Native,2.2589073609235113
196,29,Male,Low,Masters_Plus,ESL,2.864409703108659
197,26,Female,Medium,Bachelors,Native,2.3634048667120338
198,24,Female,Medium,Below_Secondary,Native,2.857732119068924
199,18,Female,Medium,Secondary,Bilingual,4.0
200,18,Male,Medium,Secondary,ESL,2.376470776251051
201,26,Female,Medium,Secondary,Bilingual,3.004933188658731
202,28,Male,Medium,Secondary,Bilingual,1.7449444344113165
203,26,Male,Medium,Bachelors,Native,3.1139797419061215
204,21,Female,Low,Below_Secondary,Native,2.3767543199075583
205,30,Female,Medium,Secondary,Native,2.9755833317377935
206,26,Male,Medium,Bachelors,Native,2.959535225777976
207,20,Female,High,Secondary,ESL,2.8834667923120585
208,24,Female,Medium,Masters_Plus,Bilingual,2.231533601856267
209,23,Female,Low,Secondary,Bilingual,2.6296957655912863
210,25,Female,Low,Masters_Plus,Native,2.9414306871475087
211,28,Male,High,Masters_Plus,Bilingual,2.65441746072859
212,26,Non-binary,Low,Bachelors,ESL,3.6419845509627926
213,22,Female,Low,Below_Secondary,Native,2.8246097820460867
214,18,Male,Low,Masters_Plus,Native,2.2042777800550697
215,20,Female,Medium,Below_Secondary,Bilingual,3.058859451828939
216,27,Female,Low,Below_Secondary,Native,1.3318082101865423
217,29,Female,Medium,Secondary,ESL,3.9769292339464046
218,25,Female,Medium,Secondary,Native,1.7675297454135226
219,28,Female,High,Secondary,Native,3.3378765521021454
220,23,Female,Low,Secondary,Native,3.244472795963158
221,25,Female,Medium,Secondary,Native,2.1216762080913223
222,26,Female,Medium,Bachelors,Native,3.1356752012602347
223,21,Male,Medium,Secondary,Native,2.3863109639059323
224,18,Female,Medium,Bachelors,ESL,2.7007428605474235
225,18,Male,High,Masters_Plus,ESL,3.082238965307025
226,27,Female,Low,Secondary,Native,2.771000608037097
227,21,Female,High,Bachelors,Native,2.199968454882513
228,29,Female,Medium,Masters_Plus,Native,3.0462246001286744
229,24,Female,Low,Below_Secondary,Bilingual,2.675132634114771
230,19,Female,High,Secondary,Native,2.733634935539718
231,20,Male,Medium,Masters_Plus,Native,2.7690980077320004
232,18,Female,Low,Masters_Plus,Native,1.992814958747871
233,22,Male,Low,Bachelors,Bilingual,2.125434551837248
234,18,Male,Low,Below_Secondary,Native,2.446482421968085
235,25,Male,Medium,Masters_Plus,Bilingual,3.046198051927356
236,18,Female,Low,Secondary,ESL,2.2425183607703056
237,28,Female,Low,Secondary,Native,3.513556153706745
238,18,Female,Low,Secondary,Native,2.9209995061427927
239,19,Male,Medium,Secondary,Native,3.0186270047760044
240,19,Female,High,Bachelors,Native,2.600998947257557
241,29,Male,Medium,Bachelors,Native,1.842369062562482
242,23,Male,Low,Bachelors,Native,3.119151204456431
243,24,Female,High,Below_Secondary,Bilingual,2.3666780313271447
244,22,Male,Medium,Bachelors,Native,1.9048645488028517
245,18,Male,High,Bachelors,Native,2.2991428723948495
246,18,Male,Medium,Secondary,Native,2.752165722264411
247,20,Male,Medium,Masters_Plus,Native,1.373044227469
248,19,Male,Medium,Bachelors,Native,2.598327641198625
249,22,Male,Low,Bachelors,Native,3.4049943418304296
250,29,Female,Medium,Below_Secondary,Native,2.8191843919631885
251,27,Female,High,Bachelors,ESL,3.5196247510482443
252,23,Female,High,Masters_Plus,Native,2.558107682561242
253,24,Non-binary,High,Secondary,Bilingual,3.491890525868806
254,21,Male,Medium,Bachelors,Native,1.9950154140745946
255,24,Female,Low,Secondary,Native,3.1599252523600168
256,28,Non-binary,Low,Bachelors,Native,2.735036968784593
257,25,Male,Medium,Bachelors,Bilingual,3.6129210265631384
258,28,Female,Medium,Bachelors,Native,2.5525637267959995
259,18,Male,Low,Masters_Plus,Native,2.1684479957917278
260,23,Male,Low,Secondary,Native,3.104009708708844
261,25,Male,Medium,Secondary,Native,3.7883117137237923
262,22,Female,Medium,Bachelors,Native,2.9417079831147652
263,21,Female,High,Secondary,ESL,2.7747395924779026
264,19,Female,Medium,Secondary,Native,2.071024759653808
265,23,Male,Medium,Below_Secondary,Bilingual,3.3681428170529184
266,23,Male,Medium,Below_Secondary,Native,2.769035930550817
267,28,Male,High,Bachelors,Native,3.220486011455759
268,18,Male,Medium,Bachelors,Native,2.918336038512519
269,26,Female,High,Below_Secondary,Native,4.0
270,29,Male,High,Secondary,Native,2.4655506094257675
271,28,Female,High,Below_Secondary,Bilingual,2.487501544415439
272,23,Female,Medium,Secondary,Native,3.4080524328030286
273,30,Male,Low,Below_Secondary,Bilingual,3.422771338975706
274,20,Female,Low,Secondary,Bilingual,3.44176509622097
275,21,Male,Low,Bachelors,Native,2.792396832391162
276,29,Male,Low,Bachelors,Bilingual,2.9245943304858266
277,28,Male,Low,Secondary,Native,1.9915873974395057
278,21,Female,Medium,Bachelors,Native,2.7034787456009215
279,20,Male,Medium,Masters_Plus,Native,2.9660778636070155
280,27,Female,Medium,Secondary,Native,2.9664019101219807
281,20,Female,Low,Secondary,Bilingual,2.3453560505532653
282,20,Male,Medium,Bachelors,ESL,2.140393352328202
283,21,Female,Medium,Secondary,Native,3.426515051462387
284,24,Female,Medium,Bachelors,Native,3.332410920262702
285,21,Male,High,Bachelors,Native,2.6606379587567437
286,26,Male,Low,Secondary,Bilingual,3.419480969880063
287,18,Female,Low,Bachelors,Native,3.3636869918083505
288,25,Male,Medium,Bachelors,Native,1.7929661835483424
289,24,Female,Low,Below_Secondary,Bilingual,2.7376522395860605
290,19,Male,Medium,Secondary,Native,3.603191575070645
291,25,Male,Medium,Masters_Plus,ESL,1.8458488574533134
292,18,Male,Medium,Masters_Plus,Native,1.9295743271104147
293,28,Male,Low,Bachelors,ESL,3.175969479539127
294,29,Female,Medium,Masters_Plus,Native,3.5754067068185744
295,26,Male,Medium,Secondary,Native,2.6320536889602715
296,26,Female,Medium,Secondary,Bilingual,2.5183611044825174
297,19,Female,Low,Secondary,Bilingual,1.7805332043701052
298,24,Female,Low,Below_Secondary,Bilingual,2.621024320923778
299,27,Female,Low,Bachelors,Native,1.9168225473714067
300,20,Male,Low,Masters_Plus,ESL,2.5872127461833374
301,24,Male,High,Bachelors,Native,3.5864660274958524
302,29,Female,Low,Bachelors,Native,2.0233321423546258
303,27,Male,Medium,Secondary,Native,2.648627593086291
304,26,Female,High,Secondary,Bilingual,3.3165955736170196
305,21,Male,Low,Secondary,Bilingual,2.3342597203102255
306,29,Female,Medium,Bachelors,Native,3.0447363122736433
307,18,Female,High,Secondary,Native,3.286116763674608
308,19,Female,High,Masters_Plus,Native,2.847052654663095
309,18,Female,Medium,Masters_Plus,Native,2.859371659686416
310,29,Female,Medium,Below_Secondary,Native,2.141229039805977
311,22,Female,High,Below_Secondary,Bilingual,2.560442545925884
312,22,Female,Medium,Bachelors,Native,2.897314939876526
313,28,Male,High,Secondary,ESL,1.659059130790581
314,24,Male,Medium,Bachelors,Native,1.452158014140935
315,26,Male,Medium,Bachelors,Native,2.708083311103632
316,26,Female,High,Secondary,Native,3.0272888885385125
317,20,Male,High,Secondary,Bilingual,2.8528660967881407
318,20,Female,Medium,Secondary,Native,1.8272977976179017
319,20,Female,Low,Masters_Plus,ESL,3.4621270405147437
320,21,Female,Medium,Below_Secondary,Native,2.862124846786872
321,25,Female,Medium,Masters_Plus,Native,3.382416408984493
322,23,Male,Medium,Bachelors,Native,2.4168092109480153
323,25,Female,High,Bachelors,Bilingual,2.959004363256774
324,18,Female,High,Below_Secondary,Bilingual,3.1122328015727647
325,25,Male,Medium,Bachelors,Native,3.4027133048745686
326,21,Male,Low,Bachelors,Native,3.3519859854504688
327,28,Female,Medium,Bachelors,Native,2.3199755917119473
328,18,Female,Medium,Bachelors,Native,2.7305322331413127
329,25,Male,Medium,Bachelors,Native,2.4860736726104125
330,21,Female,Medium,Masters_Plus,Native,2.885776990004177
331,23,Female,Medium,Secondary,Native,1.9374611699427178
332,25,Male,Medium,Bachelors,ESL,1.8460581979466972
333,21,Non-binary,Medium,Secondary,Native,4.0
334,20,Female,Medium,Bachelors,Bilingual,3.961207218788156
335,26,Female,Low,Masters_Plus,Native,3.49954757304778
336,20,Female,Medium,Secondary,Native,3.090532695411419
337,26,Male,Medium,Bachelors,Native,3.2652793725997604
338,30,Male,Medium,Bachelors,Native,3.2669109253262967
339,19,Male,Low,Below_Secondary,Bilingual,3.7928127599307704
340,19,Male,High,Secondary,Native,2.504492865660861
341,19,Male,Medium,Secondary,Native,2.345425050268132
342,23,Female,Medium,Masters_Plus,Native,2.7908840366946075
343,20,Female,Medium,Masters_Plus,Bilingual,3.157314163477264
344,30,Female,Medium,Bachelors,Native,2.647094647163005
345,26,Female,Medium,Bachelors,Native,2.4684166126193983
346,21,Female,High,Bachelors,Native,3.6623415604951632
347,18,Male,Medium,Secondary,ESL,2.2977498584238765
348,21,Male,High,Secondary,Native,3.6811938482565956
349,18,Female,Medium,Bachelors,Bilingual,3.3779021307161248
350,22,Female,Low,Masters_Plus,Native,3.9471711414246733
351,21,Male,Low,Bachelors,Native,4.0
352,25,Female,Medium,Bachelors,Native,3.022139901007974
353,25,Male,Medium,Bachelors,Native,4.0
354,24,Female,Medium,Secondary,Bilingual,3.1031408287036517
355,20,Female,High,Bachelors,Native,3.0376991146169083
356,18,Female,Medium,Secondary,Native,2.9162807051275257
357,18,Non-binary,Medium,Secondary,Bilingual,2.5393416635455095
358,29,Female,High,Bachelors,Native,3.255803252033409
359,28,Female,High,Bachelors,Native,3.49036752215775
360,20,Female,Medium,Secondary,ESL,1.9609810609341367
361,23,Female,High,Bachelors,Native,4.0
362,24,Female,High,Bachelors,Native,3.774705357485365
363,23,Male,Medium,Bachelors,Native,2.4506854887414753
364,23,Male,Low,Masters_Plus,Native,3.137405880201046
365,23,Female,Low,Secondary,Native,2.774091474797045
366,30,Male,Medium,Masters_Plus,ESL,2.999704372932717
367,20,Male,Medium,Bachelors,Native,2.7184398246090797
368,23,Non-binary,High,Bachelors,Native,3.1138945710470205
369,25,Female,Medium,Bachelors,Bilingual,2.1585314649426763
370,28,Female,Medium,Secondary,Native,4.0
371,28,Male,High,Below_Secondary,Bilingual,2.2040063166319173
372,19,Male,High,Bachelors,Native,3.1314299696496626
373,22,Male,Medium,Bachelors,Native,2.392816386341094
374,18,Male,Low,Bachelors,Native,2.706254255397351
375,29,Male,Medium,Secondary,Native,3.0767561189497536
376,18,Male,Medium,Secondary,Bilingual,2.8586800115768956
377,22,Female,Medium,Secondary,Bilingual,2.877625568283558
378,29,Female,Medium,Bachelors,Native,2.5791814859088524
379,30,Male,High,Secondary,ESL,2.385083202833986
380,20,Male,Medium,Bachelors,Native,3.197860291478554
381,21,Female,Medium,Secondary,ESL,2.287429612559286
382,20,Male,Medium,Bachelors,ESL,2.410227797216966
383,18,Female,Medium,Below_Secondary,Native,2.417267925094055
384,18,Male,Low,Secondary,Native,2.601145899618646
385,29,Male,High,Bachelors,Bilingual,1.9478453770499404
386,29,Male,Low,Bachelors,Native,1.9570688749149232
387,30,Male,Medium,Secondary,Bilingual,3.1258371279117587
388,22,Female,Low,Masters_Plus,Native,3.1326678160103922
389,23,Female,Medium,Secondary,Native,2.9864101792050004
390,20,Female,Medium,Secondary,Native,3.6251137736897356
391,29,Male,Medium,Secondary,Native,2.270669048642416
392,26,Female,Low,Secondary,Native,1.7648313465079988
393,22,Female,Medium,Secondary,Native,3.2711842822687567
394,25,Female,Medium,Secondary,Native,1.7518052986011856
395,30,Male,Medium,Bachelors,Bilingual,2.7178677316262245
396,18,Male,Low,Secondary,Native,2.9669219578753023
397,22,Female,Medium,Bachelors,Bilingual,4.0
398,20,Female,Low,Secondary,Native,2.47199786695642
399,29,Male,Medium,Secondary,Bilingual,2.516160591993192
400,18,Male,Medium,Below_Secondary,ESL,3.196641483746976
401,21,Female,Medium,Bachelors,Native,3.1611993715014393
402,30,Female,Medium,Bachelors,ESL,2.5939609726923836
403,22,Male,High,Bachelors,Native,2.911091777702895
404,24,Female,Medium,Secondary,Native,2.3577910830746474
405,18,Female,Low,Bachelors,ESL,3.0679999493141086
406,20,Female,Medium,Bachelors,Native,1.8437961249465393
407,19,Female,High,Below_Secondary,Native,4.0
408,26,Male,Medium,Secondary,Native,3.2326392990574666
409,27,Female,Medium,Secondary,Bilingual,2.1390372673668625
410,23,Male,High,Bachelors,Bilingual,2.6392508684846705
411,27,Female,High,Below_Secondary,Native,2.1681027202568175
412,20,Female,Medium,Bachelors,ESL,2.308809420865815
413,25,Male,Low,Bachelors,Bilingual,2.9269991628893286
414,25,Female,High,Bachelors,ESL,3.6349549648556243
415,19,Non-binary,Low,Secondary,Native,2.739297368629949
416,23,Male,Medium,Bachelors,Bilingual,1.6657309259181963
417,24,Female,Medium,Below_Secondary,ESL,2.4316597224942025
418,19,Female,Medium,Below_Secondary,Native,2.4711263382480397
419,28,Female,Medium,Bachelors,ESL,2.8533551983081438
420,27,Male,Medium,Secondary,Native,2.715402541283512
421,19,Male,High,Secondary,Native,1.4802553963066873
422,27,Male,Low,Secondary,ESL,2.2450350470740057
423,18,Female,Medium,Secondary,ESL,2.135506479574696
424,25,Male,Medium,Below_Secondary,Native,3.3384580632633307
425,18,Female,High,Secondary,Native,2.6289918248915525
426,26,Male,Low,Bachelors,Bilingual,1.6008333569691944
427,28,Female,Low,Secondary,ESL,2.278959655348924
428,23,Male,Low,Masters_Plus,Native,3.504813581593622
429,24,Male,Low,Secondary,Native,2.44052416027537
430,30,Male,High,Secondary,Bilingual,2.3923776804240684
431,27,Male,Medium,Bachelors,Native,2.6978216305471285
432,24,Female,Medium,Secondary,ESL,2.935362676543699
433,27,Female,Medium,Masters_Plus,Native,2.7143672764554774
434,20,Female,Medium,Bachelors,Native,3.4138902566734664
435,19,Female,Low,Secondary,Native,2.714405828715562
436,26,Female,Medium,Bachelors,Native,3.2045589084274884
437,25,Female,Medium,Below_Secondary,Bilingual,2.9180125171419498
438,30,Female,Low,Masters_Plus,ESL,2.0241994040940154
439,29,Female,Medium,Masters_Plus,Bilingual,3.8711804596503114
440,27,Male,Medium,Bachelors,Bilingual,3.493409714896414
441,24,Female,Low,Below_Secondary,Native,2.4599326757116504
442,26,Male,Low,Secondary,Bilingual,2.733324848164637
443,21,Female,Medium,Secondary,Native,3.1691156934089078
444,30,Female,Low,Secondary,Native,2.9080162934782483
445,21,Male,High,Secondary,Native,2.8642347640603676
446,18,Male,Low,Masters_Plus,Bilingual,3.1033602616652454
447,25,Female,Medium,Secondary,ESL,3.012078952761414
448,29,Female,High,Bachelors,Bilingual,3.0148098734932507
449,20,Male,High,Bachelors,Native,2.854812604191791
450,24,Female,High,Masters_Plus,Native,3.183339836504563
451,29,Female,Medium,Below_Secondary,Native,2.925811755633631
452,19,Female,Medium,Secondary,Native,2.940887069059885
453,19,Non-binary,Medium,Bachelors,Native,3.624919115256777
454,24,Female,Low,Bachelors,Bilingual,3.06006758084833
455,23,Male,Low,Masters_Plus,ESL,2.9983308097097385
456,20,Female,High,Bachelors,Native,2.266726576136797
457,26,Female,Medium,Secondary,Native,2.2969496255466044
458,27,Male,Medium,Bachelors,Bilingual,3.4850225073808887
459,30,Male,High,Below_Secondary,Bilingual,3.142385742210677
460,23,Male,Medium,Bachelors,ESL,3.350536728567433
461,27,Female,Medium,Bachelors,Native,2.9186015341096354
462,27,Female,Medium,Bachelors,Native,3.0384920879350137
463,23,Female,Low,Masters_Plus,ESL,2.7125494061624535
464,18,Female,Medium,Bachelors,Native,2.783963868301906
465,21,Female,High,Secondary,Bilingual,2.549930768074088
466,27,Male,High,Secondary,Native,3.6002346283946407
467,23,Male,High,Masters_Plus,Native,2.3729148198433556
468,23,Male,Medium,Secondary,Bilingual,2.9845254699164987
469,28,Male,High,Secondary,Native,2.7060157750666014
470,29,Female,Low,Secondary,Bilingual,3.371085271206181
471,22,Female,Low,Bachelors,Native,2.936583954038399
472,18,Male,Medium,Below_Secondary,ESL,3.0769001403897533
473,25,Female,Medium,Masters_Plus,Native,2.924547253026126
474,22,Female,Medium,Masters_Plus,Native,2.204698845142439
475,29,Male,Medium,Masters_Plus,Native,3.130217463539142
476,29,Male,Low,Below_Secondary,Bilingual,2.7404824857006487
477,29,Male,Medium,Masters_Plus,Bilingual,2.343164376006555
478,22,Male,Medium,Masters_Plus,Native,1.9534894652474972
479,24,Female,Medium,Masters_Plus,Native,2.3096360718337285
480,21,Male,Low,Bachelors,Bilingual,3.2584534339304
481,23,Male,Medium,Bachelors,Bilingual,3.857124302244979
482,30,Female,Medium,Below_Secondary,Bilingual,2.8710379971229174
