StudentID,LateSubmissions,SkippedQuestions,HelpRequests,AttendanceRate,AvgResponseTime
79,1,1,5,61.26951188377131,11.484634713938346
80,1,0,7,64.00357945646302,11.476021992039328
81,2,1,9,74.80047395410465,12.727083666664733
82,2,1,7,57.08863187487334,63.40614507789982
83,2,2,3,91.3272936312234,101.9215317231081
84,2,3,8,75.11707761846392,96.51562506982414
85,3,1,8,77.7728794567925,38.18937349217501
86,2,3,7,85.4169741645408,10.0
87,2,1,4,89.98102657329503,29.489577690656542
88,1,2,5,44.04911005274058,97.90557343836508
89,2,0,3,87.42565343980706,333.6756807595133
90,3,3,5,75.8084365801499,18.703996132869797
91,2,5,3,75.89522735855861,187.4002870332737
92,2,2,12,79.22000830084383,128.66648628074552
93,1,1,2,63.85432794944962,131.92688632186045
94,0,0,3,81.51344176040908,46.50916021390277
95,0,2,3,80.99942161353528,196.02359815943714
96,2,1,4,71.91560530840572,374.06153246576235
97,2,1,3,77.0122459982225,73.49183596853278
98,0,3,7,52.63431828344619,600.0
99,0,1,4,85.10074539094259,232.1471609311888
100,3,3,5,72.69696905163374,10.0
101,0,0,7,69.74520876377343,15.711163743917574
102,3,1,4,42.90194801832961,337.0483984629692
103,2,2,4,38.0348481080281,63.65959489728803
104,0,1,5,78.66891049105567,111.34308376089143
105,3,0,6,52.18758837580615,10.0
106,4,2,2,36.33560861233325,226.07553618946352
107,1,0,6,88.4020590183267,35.405022489820304
108,3,1,4,87.85922090186662,81.79989741242852
109,1,0,7,80.25807470546265,223.23948029643466
110,2,2,5,70.80987706069533,10.0
111,2,0,6,49.75555420283854,22.318932441027766
112,0,1,6,80.15445846922272,143.16205119596435
113,6,1,4,66.00003560185812,208.39014552322863
114,2,2,3,84.26119767757908,176.75404835106556
115,1,4,2,78.43674261751171,24.892165078884915
116,2,1,3,64.03370463971699,13.406253675149252
117,5,2,5,39.48631218330261,136.6730459082899
118,4,0,4,73.71557303080355,300.9574439663355
119,2,1,4,81.24193942531528,177.89707731000192
120,2,0,5,62.59733414190747,10.0
121,2,1,8,73.17276585078572,102.8265839551496
122,1,1,9,66.0914810408752,188.8082228055788
123,4,0,10,78.08843671710007,97.60355559800503
124,0,1,5,51.223518449688754,104.87281045815001
125,3,1,7,79.70397600767654,45.729518767591124
126,1,1,8,61.310439186641894,25.33597546392436
127,1,1,4,59.67218150161923,20.54591077865556
128,1,0,4,75.72944150333257,39.248759690166764
129,2,3,6,75.66522462006363,72.57265990295723
130,1,2,4,84.62813081208816,45.288932599546634
131,5,0,4,60.8857103362662,97.42875027836331
132,1,3,5,61.49800276244728,600.0
133,1,2,1,70.82772482825683,35.539117394953585
134,1,1,6,71.74796049457541,116.04279538412474
135,0,1,2,86.9722788526943,27.215597932551926
136,4,1,4,80.2701713081416,10.0
137,0,1,6,81.80799369313195,93.48349852188551
138,1,2,2,82.49836992412489,17.029691265272763
139,3,0,6,33.83817896355601,32.87853598425148
140,1,0,3,82.61459260268765,151.30827978476066
141,1,1,6,84.07832558086051,158.94518615167405
142,2,1,6,58.48880882806058,83.70587297356488
143,2,2,1,78.8496944787657,47.81045446214262
144,3,3,4,69.3572155025031,28.127468170911847
145,1,5,4,69.28395242683098,600.0
146,1,0,6,79.49786891452118,87.76636488850248
147,1,4,5,74.61559354040304,42.69548027692665
148,3,1,5,77.15124025552552,163.24412467460368
149,2,1,4,60.84164342807604,68.78751969076677
150,5,3,3,63.00734665905665,11.107506257175439
151,2,0,4,78.42494080468262,51.23561882043106
152,4,1,5,61.20682762559328,10.0
153,4,2,3,76.68055279116358,65.02809717182404
154,1,1,2,59.162302211991445,39.07328085648546
155,4,0,6,82.16925932174739,326.5174992768251
156,4,1,2,80.43097509245071,10.0
157,3,3,3,61.4714806828411,13.715195066155891
158,1,3,2,67.52838949852486,72.86732067411066
159,1,0,3,88.04910442958533,150.38267409107655
160,1,1,10,88.395958018951,47.1512331810523
161,1,3,4,53.63441761307591,31.432823994072436
162,0,0,12,82.89369158565037,36.01975381220664
163,2,0,11,66.2070116266859,17.80733606596446
164,3,2,2,73.64344668561571,213.8641393162737
165,3,2,6,75.18189053732824,142.93871622341211
166,2,1,4,45.05399759644157,433.65624518730334
167,3,2,6,73.31864978201476,88.45283531235248
168,2,1,4,63.77111157275137,306.5986936680589
169,1,2,3,60.14529491015708,95.23296567149995
170,1,1,2,69.00053403000014,38.12139970144063
171,2,1,2,31.838082266385015,70.84775611524141
172,1,3,5,76.18217226882369,10.0
173,4,0,5,80.38528780323334,86.59658890388852
174,1,3,8,76.4217958140555,25.917542113138293
175,1,1,5,57.04835187526367,50.52787788874177
176,4,1,5,61.38909517582148,58.08437415377144
177,1,3,2,89.76033380202504,24.894194067551986
178,1,0,9,57.435832920979124,36.17371175691808
179,5,0,4,86.29292405248779,12.632613555981987
180,1,3,8,72.40299695534699,22.687629057637675
181,3,3,6,67.36921800781138,10.0
182,2,3,3,52.9821042365264,264.84769255237615
183,5,0,7,62.476274088674835,189.51529908230373
184,2,3,4,50.301345448685744,109.80006397221143
185,1,3,6,81.38262384341917,49.85997470927736
186,4,3,5,28.807958122498604,548.4605669558255
187,1,1,3,73.18595623198061,10.0
188,1,2,3,51.160166052541044,66.92030504912097
189,0,1,6,40.02844959462363,274.61725011379167
190,0,1,4,79.33467343284117,33.405240108773086
191,5,3,7,70.49623411687416,97.99302833278993
192,3,1,10,42.304776473717446,108.12712471216328
193,0,0,4,32.04796946481942,10.0
194,2,4,7,66.22739144830095,40.012415413884334
195,1,0,3,79.13864149192048,301.269893553033
196,1,2,5,64.22179293341436,15.853277822096532
197,4,2,7,73.48342233303758,79.12870721600305
198,8,0,4,61.12812446021526,149.34267547006158
199,3,1,5,90.89466295292739,16.64332080887779
200,2,1,4,69.96134008616689,240.5594471879993
201,3,1,5,81.97608732709094,244.4017708989057
202,0,0,9,52.41623496751298,286.12970033830936
203,1,1,6,86.57754100801424,10.0
204,3,1,5,72.98361221700773,124.59669785277879
205,3,2,6,82.69115068451985,63.125667947646136
206,1,0,5,67.39535847791153,258.2011784345874
207,0,1,9,77.00893138320619,168.11395959489593
208,0,0,2,71.23686937004211,89.43172798673972
209,2,2,1,82.29270553216551,74.18938196386911
210,1,1,3,51.7681404078055,50.831253467880316
211,2,1,3,59.37056272523491,149.6298108233873
212,1,1,11,60.98933999586285,171.79270483762866
213,3,0,6,48.76888891076547,22.254784672389782
214,3,3,5,72.09452858432144,68.7911574521265
215,5,0,7,66.39134105968257,83.87467912877148
216,1,0,6,58.77838889012461,10.0
217,1,4,2,75.90208807594034,40.43872239424845
218,0,1,5,91.60712262963449,42.44821084116024
219,4,0,4,82.45556764353474,174.2257132892336
220,5,1,2,65.93795985503584,193.2326415159398
221,1,2,4,77.73847359272627,310.2765854845493
222,1,1,2,81.40031844971043,175.6697973727778
223,1,3,2,54.4685124013949,52.411527030389124
224,1,0,3,64.91132244573917,35.24345707611481
225,4,4,2,43.22720997371844,292.3774339798794
226,0,0,2,73.35021387570006,82.82793810079639
227,1,0,7,85.92901872112431,78.88532152785515
228,2,1,4,59.649154727296306,31.806264226715268
229,0,5,2,77.68625506599048,164.35724403695679
230,1,1,7,39.143048248616516,10.0
231,0,2,7,96.47321153604334,52.65085198666613
232,1,0,2,61.38371870667972,181.03914939640185
233,2,2,6,77.70808898449683,15.213162156818939
234,1,3,7,83.10044157390135,65.72104680686547
235,4,2,7,49.76247671613861,19.63352190186377
236,0,2,6,68.98690956205094,128.96761004581137
237,1,1,2,86.1716577941252,52.267618303781475
238,1,0,5,92.15948808908534,10.0
239,2,0,6,65.4711241723096,133.5746251567483
240,2,2,2,60.23760109569062,83.90300079862477
241,1,1,4,80.75873091587779,79.28379951709196
242,0,0,9,57.25434267670656,120.9917103708116
243,2,0,7,91.24097245153027,245.7790463274706
244,3,0,9,83.0002725530499,75.56916352335064
245,2,2,6,42.65249258334508,49.35041849744707
246,2,2,5,84.23159025413104,95.88825957439042
247,3,1,10,73.694646083905,76.57768343225331
248,5,1,7,60.109845088369966,251.27399074095942
249,1,1,5,59.24915185986044,85.40750400298336
250,2,0,6,50.685166565429974,213.11091616953678
251,1,0,10,72.47482807027589,10.0
252,3,1,5,68.46275591927923,10.0
253,1,1,5,82.69563150090598,30.72117860637014
254,5,1,1,58.873693317002974,403.3940478313609
255,2,2,7,55.468081080481426,233.2599457047263
256,3,3,2,54.43870465919349,284.2210094677033
257,0,0,5,73.80055497951903,133.9527955096662
258,1,2,2,42.74452659660971,136.84193970852078
259,3,2,5,83.29348946193306,10.0
260,2,0,8,68.97036334535731,99.11821225620535
261,1,1,4,60.70455544019138,67.18640751625905
262,1,1,4,89.17159928009146,57.59728374232433
263,2,2,6,75.23371446296345,172.7654060736863
264,2,0,1,82.7485919760192,38.575068387001735
265,1,2,7,88.94847111248605,78.2989552556372
266,2,2,5,78.7748982999085,222.4134501389403
267,3,1,1,59.8753503795834,211.6467416425928
268,4,0,3,81.12310765381878,130.22104155708774
269,1,1,5,86.19154207818043,21.303264272796422
270,3,1,4,90.35322108281184,500.53536211605353
271,0,0,6,83.13042564399066,11.38789831587772
272,1,2,3,96.37967012094781,16.058059670488934
273,0,1,10,70.80681543726219,600.0
274,2,2,7,50.7229360700532,57.765905539823315
275,3,2,3,41.125098921491585,43.50493602290352
276,1,0,5,73.07359244022578,10.0
277,1,3,6,75.70431244064403,286.2867773195172
278,2,1,8,81.55730897671111,13.429133103351141
279,2,6,5,82.41607787119061,12.717198305334637
280,4,0,9,53.180372654752894,251.27822395947734
281,6,1,7,70.27446181562303,142.29318480957875
282,1,1,5,67.45250801368393,44.72793343941298
283,5,4,5,58.4119201102178,47.52494450554245
284,1,2,5,43.66681456590616,12.319406974084322
285,3,1,3,66.2311159481461,55.900068903500596
286,1,2,7,85.24520640122658,221.62140889344005
287,4,6,4,94.08917700656211,10.0
288,1,1,10,61.88840142853047,62.40172667809385
289,2,1,3,75.97252050465531,208.56704100252188
290,5,2,6,76.12065243388997,177.3763522789635
291,1,1,5,80.90272041799412,272.9770408357935
292,3,2,5,60.39480774751541,42.41428310817132
293,1,2,4,92.112428943926,37.48190655836613
294,2,3,4,76.15848639542575,191.8654423728617
295,1,1,3,71.55838909578672,178.5441351908551
296,1,2,8,59.0172092187448,10.0
297,1,1,4,61.393038595787985,371.1744784041944
298,2,1,6,69.19660762241287,134.31737109923736
299,0,3,6,73.34926300039386,26.436199399895706
300,3,4,4,78.31164674828183,175.08161071508215
301,2,1,7,71.0219902794355,32.05790091085763
302,2,1,5,63.49660891655399,301.7977568128585
303,2,1,5,73.27460451966232,108.44372947020615
304,2,1,4,78.37443488897566,112.96749678680587
305,2,4,6,74.47916780693923,360.4883028597842
306,2,1,9,56.459676628810776,88.13122185018715
307,2,2,4,90.25958262566664,40.884090031566956
308,1,0,7,67.04130441728371,174.50564589488815
309,3,1,8,75.78147129301144,143.87592134803907
310,2,2,3,88.56045409039095,17.93341730652957
311,0,0,8,76.72467426660157,10.0
312,5,4,3,81.29165437340639,41.18659479241191
313,2,3,7,84.30148979042869,10.0
314,1,2,3,58.33957439543983,110.23764159749848
315,0,1,6,64.99946251480762,81.75720643644574
316,2,1,4,64.9591770264372,113.66230598402593
317,1,3,6,69.91847828208476,77.90784064104541
318,1,1,6,67.83894181177747,159.93970597802627
319,3,1,4,83.44773878097718,412.7806536066155
320,1,0,2,74.64765163881792,119.00576602366806
321,2,3,8,45.83126356317939,56.67752414803967
322,2,2,4,52.08218545420454,201.80497437147298
323,1,3,4,78.02039565037995,10.0
324,0,2,2,46.82441726939516,84.55986153008911
325,0,3,8,68.78642326206162,188.2289676575616
326,3,1,6,66.2835301319687,57.28717127495247
327,2,1,6,61.50449025593785,61.90655633586048
328,3,3,4,55.01178075447556,115.5367568407352
329,0,0,7,76.20003944623274,99.68075502406451
330,1,3,10,82.23007148904745,177.86223272546192
331,3,0,4,72.13218966829204,135.9325959150308
332,3,0,7,74.92328567611901,434.4642256297364
333,2,0,4,82.16339816603941,115.78807631130469
334,2,0,2,85.78799948802447,283.0586797343753
335,3,2,9,86.38789145269548,10.0
336,1,2,5,75.93759313493666,585.388231203951
337,2,2,4,89.47096731859351,27.86425810144289
338,2,4,3,66.69120654906452,448.74549497985157
339,5,2,2,59.73106238958907,10.0
340,2,1,5,69.26770700686625,10.0
341,3,2,3,73.24466609883982,10.748501484063924
342,2,0,5,56.04879793479578,79.36573994211294
343,3,1,7,82.10188603621411,404.21832476236386
344,3,1,7,55.07974033877375,236.93934834004403
345,2,1,4,77.85230011134267,27.70332450516624
346,2,2,3,75.8009818215435,29.955757906907948
347,4,1,4,45.97702516546324,243.5193580474169
348,1,0,3,82.07098219293744,97.60316190755746
349,2,3,9,81.99607861744417,68.46849661733478
350,6,1,6,81.52491791484738,351.21649049216904
351,0,0,2,85.96599310777455,99.03492832722316
352,0,0,6,63.98967800990221,92.20765884497122
353,1,5,4,51.00424928091285,26.731314677065406
354,1,2,5,56.908641085398806,298.8935175672303
355,4,2,5,60.441179587671925,24.88324612131761
356,2,1,5,76.08091483163257,38.87072995622299
357,2,1,3,77.04805011972327,31.06327403688853
358,4,3,4,81.90144611892953,240.4126434440422
359,4,1,10,70.27809003129234,19.45609191780982
360,3,0,2,68.84423756791908,56.58026157611892
361,4,1,2,44.27703718396654,202.76014739934578
362,4,1,4,68.20749225390932,23.013660759288513
363,3,4,5,53.466312690538174,10.0
364,1,1,5,72.96144536644668,129.03042482787978
365,3,1,6,87.63688743885002,10.0
366,3,1,4,65.31817332215944,96.49450431423446
367,1,2,10,58.34265780017678,24.592477098137874
368,0,2,7,61.77781189643683,47.70512347370409
369,3,3,9,78.29164536809049,10.0
370,0,1,4,60.30053539640154,254.76609433261052
371,0,1,5,60.467398681901486,99.61313895522416
372,0,2,4,78.21044847646557,254.06161222678523
373,1,0,7,50.61538239903497,75.65767568034191
374,3,1,5,68.47817300595182,147.7810422724591
375,1,3,4,74.27343901486772,18.08473293554449
376,4,1,2,82.06998849212492,74.08821574095464
377,4,0,3,79.5234178701255,172.34838315360892
378,2,1,4,75.36470838726731,54.83089444021269
379,1,2,4,77.30844128614179,46.257353355271746
380,1,2,6,68.10205858105184,88.89953023961415
381,0,0,7,52.55058507228539,10.0
382,2,0,6,44.37386465145687,247.37596975122375
383,1,3,5,64.59333978721567,71.97098847994104
384,0,1,11,64.9137919437896,44.07581302920636
385,1,1,6,75.31846601675919,70.44031457093129
386,0,0,4,77.68786830606308,254.24539873431274
387,0,3,4,64.87110739775727,49.88514850980282
388,2,0,0,48.59617655270462,35.57981893716995
389,0,1,4,57.25664650381829,78.0156024261246
390,1,2,4,75.63858472786204,89.76613261807138
391,2,1,4,48.129214323374846,255.8932965327306
392,0,3,7,64.62171177931413,105.52696874169702
393,2,3,3,65.83122380402509,229.9424837286566
394,2,1,6,87.34632426361426,234.0821706573401
395,0,3,4,53.16694225101909,41.32125817848689
396,2,2,5,82.47451063930069,66.8991096185977
397,2,3,4,49.774688636070536,271.3696137311292
398,4,5,5,70.85348106502923,126.92351777431385
399,1,1,11,90.02537185713828,161.69093037381901
400,3,4,6,76.06292155262354,186.75470991393206
401,1,0,6,68.8267318763279,55.144362102097425
402,1,3,3,67.43435939298286,127.61666174320696
403,3,2,3,50.21759289762775,52.45282950164074
404,2,2,3,89.9488745987171,25.68086158998236
405,3,1,4,90.75672580475268,155.48748484466782
406,0,0,4,80.40346477485654,355.2793736271255
407,4,2,3,89.91393771348615,100.49489958464925
408,1,2,7,40.743979001764366,75.95055129413223
409,2,4,4,86.47666365276466,75.8244143544265
410,2,0,3,86.91131567763651,36.99018994565829
411,2,1,3,68.12578129762574,10.0
412,4,2,7,67.69183961993825,310.90123387294335
413,0,1,4,87.06513974748037,172.46885454533248
414,1,0,7,75.53663965600414,85.53049352510008
415,1,3,4,60.06810501522581,13.592250001722757
416,1,0,4,66.42107947926431,117.922008855445
417,0,1,8,78.49770380422423,23.100908694077066
418,1,2,2,41.92727648673379,98.18511478816768
419,2,1,9,70.53437679433183,166.29287799058386
420,0,0,5,49.13747216619432,401.4664481130747
421,3,1,1,87.28351204924942,111.90215343084327
422,3,3,7,41.75895739927992,76.08244894091368
423,5,4,9,52.861722066414444,95.1832820013841
424,0,1,8,66.9446374974392,212.1543634897985
425,4,1,7,67.02201357398772,183.81948175729377
426,0,3,5,81.37010359257617,509.8424262852533
427,2,1,5,77.61029805858651,35.56596627644733
428,2,3,4,64.55631222077415,56.51876016098392
429,4,0,2,64.61505105120851,368.8322906255235
430,4,2,10,56.04186749316919,187.71260625738935
431,2,3,8,65.64777710096334,10.0
432,2,1,2,67.09330275352625,64.8185958698533
433,0,1,4,58.07524816144019,184.19959682656742
434,5,2,7,71.4366710283793,10.0
435,2,0,6,42.38776011425849,10.0
436,0,0,2,65.81980518485634,71.06855426782124
437,0,1,7,75.13134658248893,312.27478195642385
438,1,3,5,83.32844150640999,68.39550776571213
439,2,1,9,46.41133827310801,185.27114868134026
440,2,0,7,71.222739957193,10.0
441,2,2,2,95.99191737001398,14.734296022126154
442,3,2,9,81.95330528494222,10.0
443,3,0,8,93.78822547348273,175.14909126269166
444,1,5,5,79.87409222861477,169.52510932497773
445,1,1,5,78.20482616555836,193.54518394527383
446,0,1,8,80.21583144679312,140.16519447192343
447,1,0,6,81.24042346646695,90.95457335741446
448,0,1,3,17.774888891626365,105.3684099395707
449,2,3,4,75.14280518316244,112.43237517658991
450,1,1,3,63.28784514556225,228.78866645073987
451,0,0,6,56.158861249646364,41.580002427566555
452,4,2,5,67.2821045457464,141.0378066403027
453,3,3,3,70.59375604578105,226.93238525254586
454,2,0,5,76.42603663664552,106.65023337288855
455,1,3,7,76.90693358204445,55.35503355131927
456,3,2,5,73.59020328779363,403.6106543162957
457,2,2,2,72.94347231733465,233.25179227150184
458,4,1,1,53.825591751245675,58.3311698876058
459,4,2,8,82.03064902343411,91.265331531379
460,3,1,4,75.4833172631727,48.276674046160025
461,4,1,5,43.46279921600028,28.560813800332376
462,3,1,6,73.64527724906807,58.738644944074814
463,1,2,6,79.61291684540014,39.46391787536053
464,3,1,3,67.27035090211362,55.67834379041884
465,3,1,9,86.17622216688804,35.11281841564712
466,3,2,5,62.90027850059396,15.183582651582052
467,2,2,4,68.27340117173148,154.54248367431427
468,1,1,2,58.99905461016015,171.97140378697256
469,0,0,7,68.34819820889822,284.76640297413053
470,3,3,4,72.70203609153963,25.11229455340984
471,1,0,4,85.55807477000161,26.279184343850698
472,0,3,2,60.650414694051676,162.11860620256792
473,6,2,9,76.02530362860843,378.41392563387524
474,3,4,9,73.10821138140795,75.8967114820948
475,3,1,7,69.08910965473707,10.0
476,4,0,5,54.711264341904844,61.806341844253424
477,1,3,5,76.3265473346465,21.019171364329605
478,0,2,3,63.739989160061874,310.21404401241995
479,1,2,3,56.78362964749005,10.0
480,1,2,6,73.82345609305327,132.17573520482617
481,1,1,6,75.01674811805107,139.867643972853
482,1,1,5,69.74919743714827,90.43173034551454
483,1,0,4,84.67496252612298,296.02791932706566
484,1,2,9,41.9651560914467,47.180916115853066
485,2,1,3,58.011629932824796,186.0049068216611
486,1,0,5,66.46242445841986,126.07559466439604
487,3,0,6,76.52723631816693,104.29216018703451
488,2,3,1,70.95807272773685,361.79160647415375
489,1,0,3,87.27536237233966,46.6650471878778
490,2,0,4,37.03137399798255,91.47016314906823
491,1,3,6,68.51954244422726,460.9678254661808
492,1,0,1,62.11804801404172,48.718606430771324
493,3,0,5,66.14276832148906,54.56011420213516
494,1,3,3,81.81182560989393,109.7326612034318
495,2,1,8,81.05851732010348,44.506319072283354
496,1,0,5,73.2814564381286,148.0699114673814
497,0,3,4,75.95284923888677,88.37562617785908
498,1,1,8,63.167959075336064,124.46597383458065
499,1,0,6,65.86087166313331,18.709292288969046
500,1,1,6,67.86353212756012,101.0737005991986
501,2,1,4,70.32716310257877,13.591770711005898
502,3,0,2,86.33280536959982,99.92809780508524
503,4,1,4,57.38306048672291,221.9374715367952
504,1,3,5,36.72800509272136,122.92540525297835
505,2,2,6,87.76577918281127,524.4881410358925
506,2,3,6,47.35275534931926,345.63371022406346
507,1,0,4,65.32013208847876,157.02994942755703
508,4,2,7,68.07366913187843,32.338250016957815
509,1,1,6,37.9214746946397,263.32403985196606
510,1,0,7,45.52849302873913,92.89687925192595
511,2,1,3,66.7780985719779,120.6857812440432
512,3,1,8,70.50602705140854,181.28810308182628
513,2,3,3,84.71743324406883,68.91719885911098
514,1,1,7,62.3616746925889,238.24963239131446
515,1,1,6,70.76669493357359,40.69225119064594
516,4,4,3,62.9808467555947,78.20586748344937
517,1,1,5,82.79181744605401,600.0
518,0,0,1,86.98588920923488,239.70451613195678
519,0,2,9,77.48061434671995,600.0
520,4,2,5,59.05237074451086,13.28648124620155
521,2,0,5,59.195108510413455,66.23743507974554
522,3,1,3,57.34670052407025,95.54864349719774
523,1,4,5,86.40026589705117,157.05241808717196
524,4,1,5,67.74902384374451,85.65171415005067
525,2,1,5,64.71115091411082,355.0525829540334
526,1,0,6,83.93131065604986,41.06592003314978
527,3,3,1,84.41204917007866,43.319050355434406
528,2,1,5,49.379112574617515,306.7620498742764
529,1,1,1,75.02090868646478,80.75620833445397
530,1,1,6,71.71790252038346,25.642480512096874
531,3,1,4,59.158531863037844,364.8341499961133
532,1,3,3,90.22379860483852,64.10049895104508
533,2,0,6,65.53741706857716,10.0
534,2,0,3,64.9448374717315,36.38147973615213
535,0,0,6,86.85298417406881,91.38190401570226
536,2,3,4,76.97438071347997,283.36592499350013
537,0,5,6,94.5841438591367,42.56081366634424
538,2,0,5,63.44854387356481,33.54809155509406
539,1,1,2,75.81701400580246,133.33589144472555
540,0,1,2,74.96461732019176,138.68688601218295
541,2,0,4,60.24254127426594,81.7834807239306
542,3,1,1,21.406255347249175,35.98271336236762
543,1,2,4,69.9915989103417,27.76029003134142
544,4,2,6,90.4939188625521,20.5592665666832
545,3,0,9,84.71078916771128,70.95805333553271
546,2,3,1,79.32509056494574,13.894189384167541
547,1,4,6,87.45297499993174,39.44852879815179
548,0,1,9,83.46463316201508,10.0
549,1,2,7,60.82410098820375,326.9415099908177
550,3,0,8,90.32939462846089,111.59816952216535
551,2,0,9,54.665221785300986,336.52583140886645
552,6,4,7,44.49470589300878,57.056842867689234
553,2,1,6,53.608978160706634,78.80981953322927
554,1,1,2,51.31843673325201,132.68583040401217
555,1,0,8,49.872912268130726,10.0
556,2,0,5,49.26208947794588,103.73551910068812
557,0,1,3,74.63378165147756,201.8883253762297
558,1,5,8,96.83100967629659,68.95762911600164
559,1,1,3,94.90165642872167,56.091368215614054
560,2,1,5,76.75900579524223,73.3322802758998
561,1,6,2,80.49211562379412,32.782682905965615
562,0,4,1,92.59104885154834,10.0
563,4,4,8,88.67747530725929,164.3168121201701
564,1,2,3,78.71013169005714,28.058517636788288
565,2,4,7,79.32937406508707,349.79152815541
566,4,4,10,77.52111499458772,106.07950343995222
567,1,3,2,87.02591051318063,94.21566873136618
568,3,4,1,63.75134126326435,10.0
569,5,1,6,57.804953181563945,257.03754147501184
570,1,3,1,73.46454215899676,95.5071761235703
571,0,1,6,55.753504304086995,160.95489920457462
572,4,1,3,63.49054838235403,43.400595761661634
573,1,0,9,78.62959673761256,10.0
574,1,2,3,79.31209410502014,19.104348270204937
575,3,3,2,54.91115334574053,93.22400237915339
576,1,1,6,77.45566716227651,365.40697544341594
577,0,1,5,63.791699702898974,60.14235232998688
578,2,0,8,81.38490142530407,10.0
579,1,2,8,54.468622471130935,10.0
580,2,1,1,68.40294682372749,10.0
581,0,1,2,60.059721622915106,21.643900154411224
582,3,0,5,90.32666372617928,10.0
583,4,2,5,90.86955130690103,27.876230748119525
584,0,1,6,47.875491612018536,131.0927393645931
585,5,3,8,59.153098527364776,78.28305245478727
586,2,2,5,71.35492876146574,103.03189566991603
587,7,2,6,63.57349561537858,157.20080546433
588,3,0,10,72.94854825141465,287.03377266195207
589,3,3,6,72.20606881727196,15.206653964148249
590,2,1,10,69.03366353185673,172.63039078981043
