StudentID,TotalLogins,ForumPosts,AssignmentViews,QuizAttempts,ResourceAccessCount,NAssessments
403,40,7,20,8,29,16
404,27,3,17,7,19,16
405,20,6,17,1,24,16
406,44,8,22,4,26,16
407,36,6,12,3,22,16
408,47,12,16,7,23,16
409,41,9,25,7,37,16
410,41,6,18,7,26,16
411,26,8,19,5,22,16
412,50,3,13,9,22,16
413,47,8,13,5,23,16
414,44,9,17,10,22,16
415,25,5,18,4,27,16
416,44,9,20,9,31,16
417,46,4,20,4,15,16
418,47,5,25,6,20,16
419,50,6,22,5,32,16
420,46,9,11,11,25,16
421,37,6,15,12,23,16
422,41,8,23,3,16,16
423,32,7,13,7,23,16
424,30,8,17,4,20,16
425,35,6,21,3,24,16
426,32,4,17,6,23,16
427,48,5,19,7,27,16
428,46,15,20,4,26,16
429,45,9,17,6,16,16
430,29,6,18,5,26,16
431,58,14,23,8,30,16
432,31,7,12,8,27,16
433,38,8,17,5,25,16
434,37,7,15,5,21,16
435,38,5,18,8,27,16
436,34,12,23,9,31,16
437,43,8,26,7,24,16
438,39,7,17,4,16,16
439,44,5,11,9,23,16
440,38,14,17,6,26,16
441,41,12,20,7,29,16
442,37,2,21,4,27,16
443,33,8,22,5,35,16
444,32,10,19,7,33,16
445,37,9,21,8,22,16
446,39,7,17,7,37,16
447,35,11,11,5,24,16
448,52,5,19,8,25,16
449,38,11,14,11,23,16
450,44,13,19,7,18,16
451,39,6,20,6,14,16
452,42,6,25,5,32,16
453,28,7,17,6,29,16
454,47,11,29,3,21,16
455,49,8,24,7,22,16
456,40,14,19,6,22,16
457,54,5,21,6,25,16
458,32,7,18,8,36,16
459,46,13,19,3,34,16
460,31,9,18,6,32,16
461,42,11,19,5,22,16
462,41,6,14,10,27,16
463,30,11,14,8,21,16
464,38,7,15,6,22,16
465,46,5,18,6,23,16
466,39,7,16,4,30,16
467,46,14,24,9,19,16
468,38,6,17,5,36,16
469,36,9,17,8,22,16
470,35,10,19,3,26,16
471,36,12,16,4,24,16
472,42,8,25,5,32,16
473,44,12,18,6,28,16
474,38,8,13,5,33,16
475,36,5,13,8,20,16
476,36,11,11,5,15,16
477,35,7,14,5,21,16
478,46,12,15,7,24,16
479,44,6,13,6,26,16
480,38,9,20,2,27,16
481,32,3,23,4,24,16
482,43,11,21,6,24,16
483,50,11,20,12,16,16
484,30,6,21,9,29,16
485,41,6,19,7,21,16
486,44,3,18,11,25,16
487,39,5,21,5,24,16
488,32,5,23,3,17,16
489,43,3,19,7,19,16
490,39,10,13,7,26,16
491,24,11,20,6,20,16
492,37,5,19,3,28,16
493,32,9,22,8,26,16
494,39,5,11,4,29,16
495,44,4,22,2,27,16
496,39,5,19,5,24,16
497,25,9,18,4,16,16
498,57,9,19,6,30,16
499,32,17,22,8,19,16
500,40,6,14,4,19,16
501,49,9,20,8,24,16
502,40,7,18,5,18,16
503,44,7,17,7,22,16
504,48,12,18,7,20,16
505,40,14,25,4,24,16
506,38,11,21,5,18,16
507,50,7,10,8,20,16
508,40,5,13,5,26,16
509,46,6,19,4,28,16
510,39,11,21,4,41,16
511,42,2,18,9,18,16
512,42,5,19,6,26,16
513,43,10,24,6,31,16
514,36,11,16,3,21,16
515,35,6,18,7,22,16
516,33,10,16,8,35,16
517,50,13,18,9,31,16
518,50,4,17,4,32,16
519,30,6,17,8,34,16
520,35,5,20,10,24,16
521,31,3,11,5,32,16
522,30,5,14,6,24,16
523,39,9,20,7,24,16
524,44,5,18,6,32,16
525,40,12,15,6,21,16
526,42,7,17,8,23,16
527,43,11,13,3,21,16
528,36,8,10,13,25,16
529,39,8,8,6,28,16
530,46,7,19,4,21,16
531,32,8,15,9,29,16
532,33,8,19,4,16,16
533,38,6,19,7,34,16
534,36,6,17,10,27,16
535,35,10,18,5,25,16
536,29,10,8,6,29,16
537,31,11,17,6,29,16
538,38,7,20,9,19,16
539,51,9,16,4,32,16
540,36,12,20,10,23,16
541,36,9,19,6,26,16
542,27,7,17,3,29,16
543,40,6,14,9,14,16
544,44,11,19,4,26,16
545,36,5,19,11,27,16
546,34,6,17,2,24,16
547,40,8,16,3,23,16
548,43,5,17,7,38,16
549,40,14,29,8,25,16
550,34,10,22,8,24,16
551,44,5,22,6,21,16
552,26,8,15,11,26,16
553,28,6,19,4,26,16
554,42,4,25,8,33,16
555,46,8,22,6,20,16
556,31,5,10,5,20,16
557,39,7,17,3,32,16
558,40,3,8,4,30,16
559,42,11,16,6,21,16
560,31,10,17,6,18,16
561,44,11,21,7,22,16
562,42,7,20,7,22,16
563,38,16,20,5,24,16
564,44,7,18,5,29,16
565,38,11,14,8,18,16
566,33,8,19,5,22,16
567,37,6,13,8,35,16
568,34,7,21,5,21,16
569,47,11,20,2,27,16
570,38,11,11,7,34,16
571,46,7,25,9,23,16
572,37,10,15,6,31,16
573,29,9,16,2,23,16
574,42,8,16,6,37,16
575,48,14,17,9,28,16
576,44,11,16,7,25,16
577,35,9,17,6,24,16
578,54,7,17,3,29,16
579,45,10,12,7,31,16
580,40,15,20,6,19,16
581,35,6,15,2,20,16
582,58,5,15,4,29,16
583,52,14,15,6,28,16
584,43,9,17,5,26,16
585,43,4,16,5,24,16
586,27,4,23,6,25,16
587,28,10,19,5,18,16
588,46,5,14,8,24,16
589,47,10,10,7,25,16
590,35,10,9,2,27,16
591,37,11,17,4,38,16
592,41,4,21,9,28,16
593,43,6,18,4,26,16
594,36,6,21,4,26,16
595,31,8,16,8,23,16
596,38,2,23,3,26,16
597,34,11,21,10,25,16
598,40,9,25,11,23,16
599,34,9,13,5,27,16
600,46,6,16,6,27,16
601,38,12,13,4,34,16
602,37,8,22,5,28,16
603,43,12,11,6,18,16
604,39,11,18,8,32,16
605,48,4,21,6,23,16
606,37,5,25,3,29,16
607,41,5,20,9,31,16
608,40,8,22,4,25,16
609,34,6,19,5,25,16
610,43,11,12,3,22,16
611,35,9,24,4,27,16
612,50,8,22,8,27,16
613,33,7,18,5,26,16
614,36,6,20,8,26,16
615,31,6,19,9,27,16
616,39,9,17,7,21,16
617,37,7,11,7,28,16
618,31,6,16,5,25,16
619,56,16,16,6,24,16
620,46,6,18,7,21,16
621,33,9,15,5,25,16
622,25,12,13,9,26,16
623,33,8,15,4,32,16
624,60,6,21,4,22,16
625,29,2,17,6,23,16
626,37,8,26,11,20,16
627,30,9,13,10,24,16
628,34,5,13,6,26,16
629,44,6,18,7,30,16
630,40,12,23,7,15,16
631,52,11,16,5,24,16
632,56,12,11,10,18,16
633,40,11,21,5,37,16
634,43,5,18,10,34,16
635,39,3,15,7,24,16
636,37,13,14,5,17,16
637,36,15,20,3,19,16
638,45,7,16,5,30,16
639,39,10,17,5,25,16
640,37,7,19,11,30,16
641,44,9,15,12,21,16
642,43,8,11,3,35,16
643,41,10,18,3,17,16
644,44,11,25,5,22,16
645,41,8,14,4,24,16
646,36,3,23,6,22,16
647,45,8,24,7,24,16
648,42,6,19,5,16,16
649,43,7,15,3,39,16
650,46,5,16,7,38,16
651,48,3,17,3,22,16
652,40,8,18,7,21,16
653,35,9,14,9,18,16
654,48,8,16,6,15,16
655,41,9,16,9,26,16
656,44,7,23,3,26,16
657,37,6,27,4,16,16
658,38,13,18,4,19,16
659,32,3,21,3,30,16
660,42,10,24,11,20,16
661,49,4,19,8,23,16
662,42,10,17,5,33,16
663,36,5,15,8,29,16
664,35,12,21,2,29,16
665,33,7,10,5,22,16
666,33,6,15,7,31,16
667,43,5,18,4,20,16
668,44,3,19,7,22,16
669,39,10,21,3,22,16
670,44,5,23,5,25,16
671,29,7,20,8,18,16
672,36,11,17,3,29,16
673,34,10,11,9,30,16
674,34,13,18,6,23,16
675,46,10,19,5,29,16
676,37,10,20,3,29,16
677,30,12,16,7,25,16
678,38,8,21,8,40,16
679,47,8,20,10,28,16
680,46,8,18,9,26,16
681,34,7,14,7,35,16
682,46,11,22,8,31,16
683,37,8,9,9,29,16
684,25,8,17,4,20,16
685,41,8,15,1,21,16
686,39,3,11,3,30,16
687,47,7,15,5,26,16
688,37,7,15,5,25,16
689,32,11,18,1,28,16
690,39,17,15,8,30,16
691,47,11,18,11,26,16
692,41,7,10,4,27,16
693,48,10,15,4,18,16
694,43,7,21,6,23,16
695,33,11,18,2,18,16
696,27,10,24,7,33,16
697,30,4,21,4,21,16
698,38,13,24,8,29,16
699,48,12,24,8,18,16
700,33,13,12,4,26,16
701,29,7,20,5,26,16
702,46,10,16,6,30,16
703,41,9,17,3,16,16
704,35,11,15,11,17,16
705,40,2,20,5,24,16
706,44,10,28,7,25,16
707,39,5,13,7,21,16
708,52,7,11,3,22,16
709,31,6,15,1,23,16
710,44,10,19,4,30,16
711,44,6,14,7,25,16
712,36,7,15,3,17,16
713,44,5,20,5,22,16
714,31,11,14,6,25,16
715,46,10,20,3,23,16
716,42,8,18,5,27,16
717,52,5,18,2,31,16
718,37,7,16,5,25,16
719,42,9,15,5,16,16
720,37,11,24,4,28,16
721,32,12,21,8,24,16
722,41,9,16,6,18,16
723,31,10,16,4,26,16
724,42,6,13,7,32,16
725,54,8,11,8,37,16
726,29,10,21,4,30,16
727,35,10,17,6,24,16
728,50,14,16,7,28,16
729,47,17,25,3,28,16
730,42,6,19,2,24,16
731,36,5,20,2,25,16
732,37,3,20,3,29,16
733,34,11,22,8,24,16
734,43,8,14,11,25,16
735,47,9,20,9,24,16
736,41,6,18,3,26,16
737,33,6,20,9,16,16
738,40,4,21,3,25,16
739,36,7,20,5,22,16
740,45,7,18,10,31,16
741,43,6,11,9,19,16
742,30,7,18,7,18,16
743,42,10,16,3,19,16
744,37,4,14,7,31,16
745,49,5,22,11,22,16
746,31,8,15,9,27,16
747,55,11,20,8,27,16
748,40,5,13,7,26,16
749,35,7,17,7,29,16
750,27,11,18,9,16,16
751,34,8,13,5,26,16
752,41,4,23,4,27,16
753,32,13,17,7,30,16
754,30,11,14,13,20,16
755,46,6,28,4,20,16
756,36,7,25,3,31,16
757,29,10,14,15,26,16
758,45,7,19,9,22,16
759,31,7,21,8,20,16
760,47,6,22,8,27,16
761,29,13,18,4,25,16
762,47,10,16,8,26,16
763,49,8,18,1,29,16
764,32,6,23,9,31,16
765,44,5,17,6,33,16
766,46,6,14,4,34,16
767,48,7,13,5,19,16
768,41,3,20,7,25,16
769,40,12,25,6,24,16
770,28,8,25,9,24,16
771,37,5,20,5,24,16
772,53,7,31,5,17,16
773,36,1,16,3,28,16
774,37,4,20,6,25,16
775,37,5,11,5,32,16
776,32,4,20,13,25,16
777,38,8,12,6,23,16
778,36,10,19,3,32,16
779,38,13,13,5,28,16
780,39,12,26,6,23,16
781,38,10,10,5,18,16
782,36,5,19,8,15,16
783,42,7,14,7,23,16
784,49,9,20,6,20,16
785,37,9,16,13,32,16
786,44,7,16,4,28,16
787,41,6,16,11,22,16
788,36,4,17,7,26,16
789,40,9,21,4,21,16
790,27,6,22,6,24,16
791,47,5,24,6,21,16
792,57,7,11,4,21,16
793,49,7,17,2,21,16
794,39,11,20,2,22,16
795,45,6,17,4,24,16
796,37,10,17,2,28,16
797,41,10,18,9,32,16
798,37,10,17,4,20,16
799,38,8,15,11,32,16
800,35,9,15,5,22,16
801,33,6,20,4,29,16
802,25,8,13,7,29,16
803,29,4,24,2,35,16
804,39,13,24,5,23,16
805,26,9,20,1,29,16
806,43,16,17,3,25,16
807,46,3,14,5,19,16
808,41,12,24,6,21,16
809,41,4,18,7,19,16
810,31,8,16,7,21,16
811,46,6,18,5,26,16
812,46,6,14,3,23,16
813,42,6,21,6,27,16
814,34,10,16,6,26,16
815,35,2,15,4,29,16
816,45,11,27,10,11,16
817,30,5,17,3,30,16
818,42,10,15,6,29,16
819,51,6,13,6,24,16
820,45,8,17,2,31,16
821,41,4,13,3,20,16
822,37,9,12,5,34,16
823,46,6,22,6,25,16
824,41,8,14,2,27,16
825,45,4,16,5,26,16
826,38,8,27,9,19,16
827,35,6,11,10,27,16
828,34,9,19,3,31,16
829,37,13,25,11,20,16
830,35,7,15,2,28,16
831,32,6,19,3,28,16
832,30,4,10,5,25,16
833,43,8,14,8,25,16
834,42,8,15,8,28,16
835,39,8,20,9,16,16
836,45,9,13,8,19,16
837,44,8,17,5,27,16
838,34,7,17,5,29,16
839,51,10,14,4,20,16
840,47,13,20,6,23,16
841,45,9,20,9,30,16
842,30,10,8,8,19,16
843,46,5,18,4,29,16
844,33,7,16,9,23,16
845,42,3,14,10,24,16
846,36,8,21,5,35,16
847,32,7,26,4,25,16
848,38,5,17,10,24,16
849,30,8,20,4,19,16
850,42,6,18,10,15,16
851,39,4,24,7,34,16
852,36,3,14,4,24,16
853,30,8,22,9,16,16
854,42,10,22,7,15,16
855,31,7,20,2,25,16
856,33,7,23,8,34,16
857,51,10,22,5,29,16
858,31,2,19,5,21,16
859,47,4,16,6,28,16
860,49,5,18,4,32,16
861,41,2,13,9,25,16
862,49,13,18,5,24,16
863,46,8,16,8,25,16
864,48,7,21,4,25,16
865,42,9,18,7,21,16
866,49,3,19,10,31,16
867,48,9,13,4,25,16
868,28,4,18,5,20,16
869,49,6,19,6,21,16
870,36,7,22,8,26,16
871,31,8,20,5,27,16
872,37,9,16,4,23,16
873,35,8,16,7,28,16
874,52,9,10,9,27,16
875,37,7,14,8,24,16
876,47,10,24,5,29,16
877,46,8,17,4,27,16
878,40,11,27,10,22,16
879,36,9,25,7,17,16
880,36,11,19,1,21,16
881,36,9,18,3,32,16
882,36,6,21,12,23,16
883,29,5,23,4,26,16
884,46,3,11,3,32,16
885,36,6,12,8,27,16
886,36,7,18,7,26,16
887,36,8,17,8,22,16
888,36,10,8,4,35,16
889,31,8,19,6,19,16
890,42,9,19,4,37,16
891,36,6,19,11,30,16
892,34,6,22,5,28,16
893,38,6,18,8,20,16
894,44,3,25,7,27,16
895,54,7,18,11,20,16
896,42,9,28,7,27,16
897,39,8,16,2,27,16
898,47,6,20,10,24,16
899,39,11,13,7,26,16
900,33,7,20,4,21,16
901,56,10,16,7,27,16
902,31,6,21,8,29,16
903,39,7,11,8,22,16
904,38,3,21,7,18,16
905,59,6,18,4,20,16
906,34,5,20,9,27,16
907,49,4,9,6,29,16
908,38,10,13,5,26,16
909,44,9,21,6,27,16
910,38,7,22,5,29,16
911,39,5,21,7,26,16
912,44,11,17,5,27,16
913,46,1,17,8,27,16
914,50,7,13,7,24,16
915,44,9,21,3,20,16
916,46,4,20,4,26,16
917,42,6,15,1,31,16
918,39,8,23,3,26,16
919,34,11,19,7,16,16
920,54,7,19,2,16,16
921,40,11,20,6,20,16
922,40,8,13,11,22,16
923,36,5,16,12,24,16
924,36,7,19,3,22,16
925,38,10,19,5,22,16
926,34,5,14,4,28,16
927,46,8,28,7,33,16
928,40,10,21,5,30,16
929,41,11,15,5,30,16
930,40,6,25,3,19,16
931,39,14,17,7,29,16
932,45,4,16,6,26,16
933,43,10,9,6,19,16
934,42,10,19,8,37,16
935,47,9,25,5,18,16
936,32,12,17,5,25,16
937,36,9,16,8,38,16
938,36,7,15,2,26,16
939,32,7,12,6,25,16
940,35,10,18,8,28,16
941,42,7,12,12,21,16
942,48,5,24,8,21,16
943,33,10,19,1,29,16
944,40,6,21,4,21,16
945,40,8,23,7,26,16
946,35,11,16,3,21,16
947,37,9,19,5,16,16
948,44,3,12,8,30,16
949,39,9,23,3,25,16
950,33,7,31,7,25,16
951,30,12,24,7,20,16
952,34,9,23,6,17,16
953,31,8,19,3,13,16
954,28,11,27,9,25,16
955,53,11,13,3,27,16
956,34,3,16,6,35,16
957,35,5,16,6,21,16
958,45,6,14,8,25,16
959,34,11,18,8,29,16
960,39,6,8,4,24,16
961,49,2,19,9,22,16
962,28,5,23,10,30,16
963,47,7,18,2,23,16
964,38,7,19,6,20,16
965,35,6,14,2,22,16
966,52,4,14,5,19,16
967,49,4,19,3,22,16
968,36,9,15,5,18,16
969,32,11,21,8,12,16
970,44,10,24,3,32,16
971,52,6,17,6,20,16
972,36,3,16,8,27,16
973,39,10,20,7,26,16
974,44,7,17,7,37,16
975,39,8,19,2,29,16
976,35,7,20,7,26,16
977,39,4,16,4,30,16
978,34,10,24,8,30,16
979,52,10,16,8,18,16
980,41,9,17,3,26,16
981,39,7,21,7,22,16
982,53,12,13,4,23,16
983,39,3,17,9,22,16
984,44,7,21,5,18,16
985,48,10,23,4,23,16
986,38,12,16,6,18,16
987,40,7,13,3,24,16
988,38,8,19,4,22,16
989,31,8,19,9,21,16
990,44,10,16,4,31,16
991,43,7,9,4,26,16
992,48,11,16,6,25,16
