StudentID,SleepHours,StressLevel,ParentalInvolvement,InternetAccessQuality
58,7.828403099610565,4.329490160211141,Medium,Average
59,6.441315552555933,4.766916432304317,Medium,Average
60,8.19522948851875,6.1629469944778865,Medium,Average
61,6.027894382595882,5.153132463106962,Low,Good
62,5.778097841290264,2.6837384777579514,High,Poor
63,6.549105306343391,3.3146246497925924,High,Average
64,7.6467458719628905,2.9124304279090887,Medium,Average
65,7.887706433465194,4.386902099303809,Low,Average
66,8.573919260400405,5.508671250232365,High,Poor
67,7.4084023505547885,2.1185220317825797,Medium,Average
68,8.148496007983283,5.074933304433799,Medium,Poor
69,7.468846496541831,4.601534587749216,Medium,Average
70,5.916478998984233,6.216248760565063,High,Good
71,9.039119732927613,5.5899727586344525,Medium,Average
72,6.100080935165433,6.036417608541949,High,Poor
73,7.248500567639308,6.081759688889014,Low,Good
74,7.721951830991087,4.2910318017941,Low,Average
75,5.4726157828722,4.527472511326535,High,Average
76,6.0888835669376,3.679417303657236,Medium,Average
77,7.392986029725916,3.917383183826745,High,Average
78,6.718525525743345,4.660439014225403,Medium,Good
79,7.471559370532111,5.182612285222678,Low,Poor
80,8.136935507437624,3.509860558474668,Medium,Good
81,5.025050490998743,6.761196050817249,Low,Average
82,5.140022020027433,2.1999368443233833,High,Average
83,7.285207784798506,4.788401643074197,Medium,Average
84,6.5352196614921505,6.397757517842972,High,Good
85,6.218283559639488,5.232649490547348,Low,Good
86,6.780829053143533,1.5942833294880505,Medium,Average
87,6.949680532076283,6.697778726799079,High,Average
88,7.557973182670269,6.772804071238658,Medium,Average
89,6.5174487441574245,2.783295881231046,Medium,Average
90,7.108926435470539,5.1510076650255865,Low,Good
91,6.683941755639122,6.224528886702133,High,Average
92,8.17885284078,5.842263327542371,Medium,Average
93,5.458285414008985,6.656292292312871,Medium,Good
94,6.1622727311885335,3.269111686439385,Medium,Good
95,7.265706377523934,6.110115902826166,High,Average
96,7.6717240448838835,2.1695991279672167,Medium,Good
97,3.9648532226447055,4.187793475186657,Medium,Average
98,6.974701083272794,4.899932608339943,Low,Poor
99,7.254904101287642,3.123631083858216,Medium,Average
100,8.466902608096344,3.1227014613740134,Low,Average
101,7.3876883921296015,4.918776086141615,Low,Good
102,8.05972821265627,3.4641438599011174,High,Average
103,5.867805962352099,2.0101033882206067,Medium,Average
104,8.641377646870447,4.41011471796009,High,Good
105,8.725421379520407,5.731153954804035,Medium,Average
106,8.511281429925491,7.1760393847623964,Medium,Good
107,7.897761592425729,2.6405925040817455,Low,Good
108,5.886031477131763,3.05045750831354,Medium,Good
109,6.337684963287927,5.159961627801178,Medium,Average
110,7.111265304392395,5.772446660678821,Low,Average
111,7.794011207930653,9.096010129586144,Low,Average
112,4.0306464661530725,3.2032284758490253,Medium,Average
113,7.852722627767808,4.829596173137605,Low,Good
114,4.5394983982269625,5.455074549338309,Medium,Good
115,8.019815714163055,5.087738151075223,Medium,Poor
116,5.853216845054984,7.859899370757207,Low,Average
117,3.192661536101621,4.089831657681255,Medium,Good
118,7.245653049210295,3.984586029847783,Medium,Good
119,6.745137991123924,7.136521726419588,Medium,Average
120,6.053039315160869,2.684095766630189,Medium,Good
121,5.438052488032639,3.92494344243938,Medium,Average
122,7.086517403439333,5.408740827279981,Medium,Average
123,7.045785175347518,4.603153848440011,Medium,Average
124,7.208172347003416,5.734015681978373,High,Average
125,6.141922482179462,7.773108144823134,Low,Average
126,9.538199139347059,4.908842079995797,Medium,Good
127,7.7151159419829405,4.085732662152474,Medium,Average
128,7.362879653543451,5.087291228432119,Medium,Average
129,6.292745585032019,7.091825691860041,Medium,Average
130,6.0954225793288845,7.19517991340747,Medium,Poor
131,7.848255605984335,7.609681076555605,Medium,Good
132,5.47327692286345,5.360789856383701,Low,Good
133,8.986244450308746,6.825016736487529,Medium,Average
134,6.3786236274148544,6.499358354207258,Medium,Average
135,6.831999358343143,2.9632712841395206,Medium,Average
136,7.109449504294356,5.221920410468101,Medium,Average
137,8.423701818829434,4.651107728187249,Medium,Average
138,5.444212956664147,6.165261790173814,Medium,Good
139,5.817892110226566,3.173248855503007,Medium,Average
140,5.937833647702492,4.151379200307585,Medium,Good
141,9.635264054777554,6.080579781144568,Medium,Good
142,6.096702749596082,5.138565930496398,Medium,Average
143,4.227055082363661,5.37268699843083,High,Good
144,7.243879787487477,5.391462906968308,Medium,Average
145,6.576433279135788,6.603374659618419,Low,Average
146,7.293363583749869,4.1603440713029105,Medium,Average
147,7.278812598893426,4.294935226670945,Medium,Average
148,7.33101079827977,4.426270360738531,Medium,Average
149,5.750131402078727,2.6993056847619137,Medium,Average
150,6.199281282025061,3.928166836989768,Medium,Good
151,6.524045457451421,4.955770460941026,Medium,Good
152,6.444233428604284,7.610446854100244,Medium,Average
153,6.436464976321064,6.350001970149233,Medium,Good
154,7.864336612328641,3.662735004816323,Low,Good
155,7.018687353985519,5.244412825351567,Low,Average
156,7.32883060827355,5.474468637346292,Medium,Average
157,7.824689967942413,5.774846636151268,Medium,Average
158,9.521364549054836,6.7725042972769165,High,Good
159,7.440757260642048,8.464423222352808,Medium,Average
160,6.2765833490121326,5.3294512528677,Medium,Average
161,7.953119862437074,3.927496933606096,Medium,Poor
162,9.780226806361101,6.519394403748235,Low,Poor
163,8.482483860241615,2.889336062695337,Medium,Average
164,6.246539758144609,3.529608809560267,Medium,Good
165,5.9462072293661885,3.2232393512084005,Medium,Good
166,6.236939112758433,6.613417132783353,Low,Good
167,6.241287309747551,7.25598102510723,Medium,Good
168,8.747852646173953,4.097736403310324,Medium,Good
169,7.546644511440934,3.056491280906707,Low,Poor
170,7.09098817919179,5.562209090564457,Medium,Poor
171,9.116395648016104,5.344205749194833,Medium,Average
172,6.7250249791317165,5.199286887776277,Medium,Good
173,7.0017875281821045,4.876502873959792,High,Good
174,7.357246853786099,1.8331841705184804,High,Good
175,7.423352863691178,6.648930632913621,Medium,Good
176,6.308374166421238,2.533582118564489,Medium,Average
177,7.765273310212641,5.317821238708553,Low,Average
178,8.756473179090664,2.2726154065732223,Medium,Good
179,7.062916520835141,5.069639518252098,Low,Average
180,6.047857110620343,4.793939967644983,Medium,Average
181,9.121373269333274,5.556998712275055,High,Average
182,5.489333116612608,4.032596285434155,Medium,Good
183,7.168027662810934,5.11813601047734,Medium,Good
184,5.989514640435408,6.161060537618493,Medium,Average
185,9.777667742362214,5.2386132330487385,Low,Poor
186,8.2060381901083,1.9526331442723852,Low,Average
187,8.408783395374765,6.957175299785304,Low,Average
188,6.754002080283661,5.635731222703621,Medium,Good
189,6.747796928822371,4.733929561263725,Low,Average
190,7.999649062892448,3.56451424908796,Medium,Good
191,7.004096364438608,4.6104115115716935,Medium,Good
192,5.612528637659415,4.022550102483092,Low,Average
193,8.099824292237706,6.390381494430242,Medium,Average
194,6.825233711615811,7.014347686724947,Medium,Average
195,5.526916766419983,4.2353427543230415,Low,Average
196,6.27251692209026,4.386700604438134,Medium,Good
197,5.381065881824297,3.802068892556777,Medium,Average
198,8.276214024792031,6.284932660751808,Medium,Good
199,6.760185640406569,3.9719227695019574,Medium,Average
200,8.729010646811567,5.831356191934356,Medium,Good
201,4.797984101400905,5.47423099130299,Medium,Good
202,7.227714863515414,1.7538807359427118,Medium,Good
203,9.720554870176368,4.827486176921003,High,Average
204,4.99531870311432,4.821210959765893,Medium,Average
205,5.816741348607366,5.158809727064933,Medium,Average
206,7.19423867090065,4.47958282918937,High,Average
207,7.492356254205492,6.017809621821687,Medium,Poor
208,9.179830472493123,5.8060958506575115,Medium,Good
209,7.286574793168757,4.586556937012114,High,Average
210,7.9918688181104125,3.873666884771387,Medium,Average
211,6.923097044666998,6.323626387555046,Medium,Poor
212,6.714948955018162,5.814436202109879,Medium,Average
213,9.546051767504995,5.23849486718985,Medium,Good
214,6.985306238966436,5.850554265385274,High,Good
215,7.264184899158395,4.246877427567732,Medium,Average
216,5.634617580851122,4.344179460643763,Medium,Average
217,8.172847865530427,4.110368195581112,Low,Average
218,7.772506217260984,5.918043775822554,Medium,Good
219,9.723708570633326,4.810226374166806,Medium,Average
220,6.9844829462235145,6.585864355777213,Medium,Average
221,8.851950751852572,6.1108682021137,Medium,Good
222,8.447840041065879,2.708627672636548,Low,Average
223,6.24384523284484,4.2142893111895,High,Average
224,8.053675169396358,6.72173909312688,Medium,Average
225,7.26390363566872,5.069249591517532,Medium,Average
226,7.5162592657445675,4.4721810347298545,High,Good
227,5.921043204985707,6.649817854634369,Low,Average
228,6.267742937929806,5.673529034192394,Medium,Good
229,6.992226797407329,4.263561112131522,High,Poor
230,8.121771236019795,6.888966046776776,High,Good
231,5.779712669857979,3.764994811770248,Medium,Good
232,5.897570796823933,4.777290108144776,Medium,Average
233,7.871684562038763,7.79348578493192,Medium,Good
234,6.142864965911125,1.1538731299648557,Medium,Good
235,6.559976227221561,3.9021622228224406,Medium,Average
236,5.836081194547393,4.826433566308433,Medium,Good
237,7.872135408765974,3.774735252946674,Medium,Average
238,5.3822397846941765,4.808060134406884,Medium,Average
239,6.932779194570243,5.149245445571909,Medium,Good
240,6.714561858102268,6.982241664087293,Medium,Good
241,9.13043069017719,2.2120254544197824,High,Good
242,5.006790535753214,5.915279763175745,Medium,Poor
243,5.338044511890607,6.510763260969383,Low,Average
244,6.908077671181012,4.927019274912758,Medium,Good
245,7.067318839363025,3.0485783078471465,Medium,Average
246,7.554698034066062,2.9828910210801762,Medium,Good
247,6.516070185917036,5.57699001943794,Medium,Poor
248,6.102358947953452,6.476706980070985,Low,Average
249,7.9175777275613335,5.4599933765191855,Low,Good
250,7.1703299946618975,5.655142622718667,Medium,Good
251,6.230795548432569,5.42165910246799,Low,Good
252,6.2348140304247694,4.411480127498806,Medium,Average
253,6.61752416375538,8.619083577301776,Medium,Good
254,7.448599339854871,3.5214215710133603,Medium,Good
255,4.417091253205436,4.758192198422556,Medium,Poor
256,8.109919584427091,4.339898431301204,Medium,Good
257,6.279902864038037,6.2544838222229355,Medium,Average
258,6.686754659025074,6.402980635457822,Medium,Average
259,6.584670305176985,4.063559774938987,Low,Average
260,6.316733940401424,4.940126000784218,High,Good
261,8.043044791049752,7.200205994861045,Medium,Average
262,5.130493958407411,5.605309480707308,High,Average
263,8.124821592164638,3.460947421826658,Low,Average
264,7.1355578848792085,4.195192846641727,Medium,Poor
265,7.905089723334789,5.772354564037047,Medium,Average
266,5.060101212366933,4.778756990510814,Medium,Average
267,6.6041359366266965,5.104817576262435,High,Good
268,6.4535156721503455,5.354065141207942,Medium,Average
269,7.8160408303525255,4.572628745920959,Medium,Good
270,7.077244132126189,6.644230713755594,Low,Average
271,7.054918609767112,6.6880223083097805,Medium,Good
272,9.202809519173401,6.601519086687958,Medium,Good
273,5.563029138034541,3.65965708732078,Low,Average
274,8.760902173189967,4.881564907485312,Medium,Good
275,8.735943657621858,8.28435147631539,High,Average
276,7.577773191718729,2.840884753098508,Medium,Good
277,7.9333417402343125,4.80484439963714,Medium,Average
278,7.9113140942777465,5.413990496315538,Medium,Average
279,6.672631530392398,4.969313476690759,Medium,Average
280,5.75612119669835,2.7027153661808323,High,Good
281,6.783581942589182,2.0099421333029217,Medium,Good
282,7.288452015754205,3.9509901952682034,Medium,Good
283,6.597330793981476,3.7337578426434295,High,Average
284,6.520615150869839,5.9446280522890325,Medium,Good
285,6.908359254682577,7.902693097052589,Medium,Average
286,6.454385151766147,4.171564266995807,Medium,Good
287,9.084124266320018,5.0540778915909605,Medium,Poor
288,7.789253049638579,4.189232013558472,Medium,Good
289,6.497783309497388,6.327940819143825,Medium,Good
290,6.751429932615384,4.861380866593566,High,Average
291,6.2191154776736655,6.925148371434883,Medium,Average
292,8.07620680115124,5.044708668689005,High,Average
293,7.252926679039807,2.886022889092831,Medium,Average
294,5.350440916294627,6.378525931700424,Medium,Average
295,6.650375397721261,3.3554922084151997,High,Good
296,7.589888451148125,4.6012422687861,Medium,Average
297,6.835084944687574,6.5820986543054065,High,Good
298,7.414772723763025,6.2538074615267325,Medium,Poor
299,7.099181787010697,3.762243999025395,Medium,Average
300,6.299445513259294,4.52327598441332,Medium,Good
301,5.641762885585683,5.365675439738616,Low,Good
302,5.319133431125092,4.986003209929683,Low,Good
303,6.552169439120963,3.663196805065767,High,Average
304,8.18360572767489,5.839522512943586,Low,Average
305,5.820478984533736,8.213806560138096,Medium,Average
306,7.573001927229609,3.6382832815372717,Medium,Average
307,8.509851420839283,6.002247542299376,Medium,Average
308,5.9828766942354354,3.0634631677150823,Medium,Average
309,6.825962185476674,4.283407483556554,Medium,Average
310,7.004251447016695,5.682811935867228,Medium,Good
311,6.614367774166886,4.854349227647314,Medium,Average
312,8.186903939873172,5.520138103545354,High,Good
313,5.602343467812362,6.06167885428816,High,Average
314,8.155273626513477,4.990165113054721,Low,Average
315,8.17671648214108,4.931884093223516,High,Average
316,6.9627927335927975,5.095778104275741,Low,Average
317,6.825780581022073,5.717755375697956,Medium,Average
318,7.78003385260421,4.401130021251802,Medium,Good
319,6.479375577057381,4.612959444890821,High,Average
320,5.722053320381,8.759005273944068,Medium,Poor
321,5.386321965167932,5.953132822869546,Medium,Average
322,5.960226831055665,3.0512790854401195,Low,Average
323,7.890618023189202,6.110775589418952,High,Average
324,4.674796530941385,1.876203669951387,Medium,Good
325,5.823296752392158,3.6904833729632194,High,Poor
326,6.436568491414607,4.0481883142542365,Medium,Good
327,8.261920126787617,4.146036968979269,High,Average
328,8.360896528961044,3.2326098812570088,Medium,Good
329,8.196804648862146,2.915051445562407,Medium,Good
330,7.0174593626791175,4.159491441363673,Medium,Average
331,6.85149273504147,4.743551199672114,Medium,Average
332,8.218652693756189,4.081321473702483,Medium,Average
333,7.861296257789352,3.2914034735835958,Medium,Good
334,6.6325087800645575,4.093377574720625,Medium,Average
335,7.866283276300257,5.099526613151612,Medium,Good
336,7.62882596552354,7.2067470745099245,Medium,Good
337,6.870217479820752,6.937407669267005,Medium,Average
338,8.48902762371885,4.204383990704445,Medium,Good
339,8.519348279958505,5.003026417175049,Medium,Average
340,4.967148697934643,4.3714341678093485,Medium,Average
341,7.889342221605966,6.650835930971972,Medium,Average
342,9.515920262572708,7.1287560283688745,Medium,Good
343,5.657637474037228,2.307039762256829,Medium,Average
344,8.348311155752246,2.6692959630045405,Medium,Good
345,5.397066836384125,6.034080621851377,High,Good
346,6.223034189833477,5.223304327413704,Low,Average
347,6.376945844894259,6.239847796671668,High,Average
348,7.584608718950181,3.0569304190885545,Medium,Average
349,6.330694392115887,5.143975126684754,High,Average
350,5.897837239796214,1.9441542694005065,Medium,Good
351,7.834877763378251,5.533996174980826,Medium,Average
352,7.471028642474856,3.1079669658595117,Medium,Average
353,5.860416530075479,5.631484604500577,Medium,Good
354,5.532276274481167,4.245306076685569,Medium,Good
355,9.127311076576703,3.3665182898329298,Medium,Average
356,6.215150869718454,3.591766747697644,Medium,Good
357,6.6195163389247655,3.6302249510553932,High,Good
358,6.270903510815678,5.099345615342104,High,Good
359,7.439334211204917,1.6375280795782738,Low,Average
360,5.984067420461083,2.2073825403236578,Medium,Average
361,7.900284549576111,6.17384419009783,Medium,Average
362,6.914489560899399,6.078599425600078,High,Average
363,7.86141310955241,6.292631042159344,High,Average
364,7.093778737342187,5.585192994513999,High,Average
365,8.734641300917684,6.512719827741705,Medium,Good
366,6.1339198153432255,6.403943051940821,High,Poor
367,7.895114566387667,9.829181519575037,Medium,Good
368,6.809486870268285,6.238978032911031,High,Average
369,6.19782617863604,3.4880196774280074,Low,Poor
370,8.414664223060274,3.103265769471748,Medium,Good
371,9.157498747123393,3.4160263072683286,Medium,Average
372,7.406598271875648,6.180802452214273,High,Average
373,5.149223189401717,4.66708019546141,Medium,Average
374,5.242984462793295,5.706702379213527,Medium,Average
375,7.04247091722009,5.688522786940192,Low,Average
376,8.03935336366305,4.856027365304284,Medium,Good
377,7.282108438028469,5.30580497500384,Medium,Good
378,5.464378712854608,3.4848415380437716,Medium,Good
379,5.51894260648988,7.346321783006223,High,Average
380,6.613008844050201,1.5263897233298254,Medium,Average
381,8.080978480653545,3.8969990365110054,Medium,Average
382,7.1216058630638885,3.7926323305028466,Medium,Good
383,5.981001354349062,7.773858314190457,High,Average
384,5.639221034789269,4.853208604077448,High,Poor
385,6.914180237017638,8.767670537569277,High,Average
386,5.585267992359343,5.334802190484827,Medium,Average
387,6.785778918740201,3.4639093897347024,High,Average
388,6.981571732754219,2.833348914745109,Low,Average
389,7.00106014495575,6.658560609315401,Medium,Good
390,7.594747822256072,3.5530283736484947,Medium,Good
391,6.488263396566454,6.419654006132248,Low,Average
392,6.092825619039854,5.159536593360923,Low,Average
393,6.412898112413234,4.026197061021527,Medium,Average
394,8.838135915817677,2.3206806875693475,High,Average
395,4.698728052049861,5.5911369259238315,Medium,Good
396,8.718706344145154,4.279722460897734,Low,Good
397,7.068993728811016,4.47536863856398,Medium,Poor
398,8.447391116856776,6.060834479652492,Medium,Average
399,7.939544760974588,6.173205730102654,Medium,Good
400,6.569612227636429,6.63407531699518,High,Average
401,5.85902873343405,2.208733256525509,Medium,Good
402,8.358495586293863,4.203940424706613,Medium,Poor
403,6.565055147140632,3.7410918074039228,Medium,Average
404,6.140009266687983,5.932421301896749,High,Average
405,6.581453917794482,5.519699316443592,Low,Average
406,7.497863935974803,7.209521647294423,Medium,Average
407,7.171964526270182,5.12487065627392,Low,Average
408,10.450855302521116,6.891636189558334,Medium,Good
409,5.834541711347608,3.9661822597640715,High,Average
410,5.954723867655307,6.241137312128432,Low,Average
411,6.127568814776472,3.5008624423347117,High,Average
412,6.944331608052684,5.698774871751784,High,Poor
413,5.5695383046582,3.1912426144010144,Medium,Average
414,5.858182356442247,6.9076905696438144,Medium,Good
415,7.306785525190923,5.615430795078471,Low,Average
416,8.111110053397521,3.776355558306478,High,Good
417,9.628229375605,4.362665484681022,Medium,Average
418,7.304496154305714,6.237832611026547,Medium,Average
419,6.907645757971751,4.812189252455105,Medium,Average
420,4.898394165619954,6.951643695431374,High,Average
421,8.092398230912485,5.991433894085466,Medium,Average
422,8.311064651420224,6.4945925958891015,Medium,Good
423,8.251484236727027,4.066325605298538,Medium,Good
424,6.4549358448690235,5.869867123828951,Medium,Good
425,9.937225810716043,5.154152133798864,Medium,Average
426,8.861447401989816,4.353495309168969,Low,Good
427,6.541899263244609,5.850501652220011,Medium,Poor
428,7.4747963536065,3.287014221413061,Medium,Average
429,8.826661363949288,4.867692368730686,Low,Good
430,6.75991416401988,3.5506417271398143,Low,Good
431,7.092257029908642,2.5131183037334486,High,Average
432,6.737144521429491,3.576386511680277,Medium,Poor
433,7.1719568605858495,4.055514732216472,Low,Average
434,6.276039448694547,6.363452895320743,Medium,Good
435,8.566101107042556,4.765234806637379,Medium,Good
436,6.522465643004643,6.657845156741228,Medium,Average
437,6.267082477835269,7.933137174706477,Medium,Average
438,7.197432587794884,5.887242035186515,Medium,Average
439,10.633012580614329,7.290857125629907,Medium,Good
440,6.7004406487866675,4.6042186019980775,Medium,Average
441,8.418866630247663,2.582236789812855,Low,Poor
442,6.5694754989490605,4.694040714979025,Medium,Good
443,6.1509960090395825,8.075453037279086,Medium,Good
444,7.942281307995484,6.888909948589765,Medium,Average
445,8.66680013832805,4.35244190240697,Medium,Good
446,5.980051471340111,5.562661190341285,Medium,Poor
447,6.777317895151017,4.226814993925998,Low,Average
448,9.539072187648111,5.402913049025949,High,Average
449,8.319750932191385,4.504137144880984,High,Good
450,7.338850199612198,2.264522581023281,High,Average
451,7.470027893048055,6.426203469823028,Medium,Average
452,7.567854292633781,5.81017740004746,Medium,Average
453,6.830515063138726,5.475060825461935,Medium,Good
454,7.943822199083892,4.787396923919264,High,Average
455,6.410817163208862,4.549259337609714,Low,Good
456,8.326048162284726,3.358997484543251,High,Average
457,7.8836035314767114,2.2806707994569937,High,Poor
458,5.957307814344468,2.326465191135216,High,Average
459,7.6846611679412495,7.862458284939686,Medium,Good
460,8.52316359546089,3.708036779870249,Medium,Good
461,8.139079501647835,6.630092511590413,Medium,Average
462,6.140314117731788,4.783919952192408,Medium,Good
463,5.698032846196625,6.579365909471553,Low,Average
464,6.63559614376391,4.626216157264654,Medium,Average
465,6.232433963055,5.456045337848637,High,Poor
466,5.402731879930341,6.176699736078895,Medium,Good
467,8.541487547169455,7.625038244921608,Low,Average
468,8.670703006563564,3.88902262656695,Low,Good
469,8.327253992247247,6.619232964220901,Medium,Average
470,6.864196177922908,4.566232430456394,Medium,Average
471,6.462651411867586,6.679660342019176,Medium,Good
472,6.204354487843498,3.8223536191068392,High,Average
473,8.112999094266824,5.113008303453471,Medium,Good
474,7.086040156102484,4.240621191188088,Medium,Average
475,8.578899313575278,4.428861225902674,Medium,Good
476,7.541076328610117,6.838174218048497,Medium,Average
477,6.592738345018739,3.5803620914081646,Medium,Good
478,6.7984197626805365,1.0,Low,Good
479,6.1657163045250485,4.585204019604966,Low,Average
480,5.4871434415505895,1.9054375231067628,High,Average
481,5.953326058242155,7.211474073482814,Low,Average
482,6.463103781465881,5.416253425071957,Medium,Good
483,7.982294381394549,3.9884255262617545,Medium,Good
484,5.438597162575989,6.1892841671359715,Low,Good
485,8.63438736337348,6.374446921038567,Low,Average
486,6.638434604020004,1.2520540164702831,Medium,Good
487,6.995352349158793,3.6475737679993703,Medium,Average
488,6.546862254666085,5.703233684042337,Medium,Good
489,8.81512774583274,4.937037184539923,Medium,Good
490,7.737047833226967,6.185121518783185,High,Good
491,6.695894020175666,5.3425071290439226,Medium,Average
492,8.269756162741473,4.404166847488329,High,Good
493,6.976343229902759,6.162985976719964,Low,Average
494,6.558688801061849,7.796469336843089,Low,Average
495,7.394541678351838,5.748325958311439,Medium,Average
496,6.273140989771225,5.142760350306059,Medium,Average
497,6.199876967994541,3.541186414605958,Low,Average
498,5.091081147820818,5.491032610361161,Low,Average
499,8.162629760852594,5.467891531647674,Medium,Good
500,5.859748783666367,6.024193106920402,High,Average
501,7.080479324218562,1.9167527521239989,Medium,Average
502,7.405648193109277,5.004254689854948,Medium,Good
503,7.26578401899801,5.233870922930542,Medium,Good
504,7.291262119742734,4.384918939866431,Medium,Average
505,5.862940272174704,7.354376500783994,Medium,Good
506,10.158739888923826,3.7870089919511196,High,Average
507,5.526708436908774,5.064442466198271,Medium,Good
508,7.637633804258724,5.738292770889636,Low,Average
509,8.464522784926693,5.258732052747455,High,Average
510,7.762761932687784,6.599469239658185,Medium,Average
511,9.26437343149939,6.676290931685118,Medium,Good
512,5.458194736559374,2.5796490992864585,High,Good
513,4.973167460133519,2.8659905051377077,High,Average
514,7.23488017030049,5.753147696312941,Medium,Good
515,8.420068008266336,7.635682745843518,Medium,Average
516,8.205449930193646,6.994564490015231,Medium,Good
517,7.570587803624549,3.7311028131647674,Medium,Good
518,7.106484080727865,3.471662824911574,High,Good
519,8.692034621251105,4.128334890787339,High,Good
520,7.784680899676946,4.779950672505281,Medium,Good
521,9.211616153439472,5.377944717691474,High,Average
522,9.3958144624569,4.742060003370712,Medium,Good
523,8.836181109842908,7.38251055629504,Medium,Good
524,6.153190572028082,2.6764288138996126,Medium,Good
525,8.051315336031527,6.119822607250393,High,Good
526,7.331561720439934,3.2235871860179186,Medium,Average
527,6.494229548093076,7.001660313222571,Low,Good
528,7.53134508480205,4.75243816001112,High,Average
529,5.796556521964796,4.385259066020733,High,Good
530,7.0602282052087695,8.906614867117923,High,Average
531,6.0717376749684195,6.145887689635881,Medium,Average
532,5.7960072335614425,4.880613526451714,High,Average
533,8.155901950651224,3.7569727925517618,Medium,Good
534,6.920127545271351,4.4601967431711165,High,Average
535,7.255107270540181,3.9930160277691353,High,Good
536,8.336488659358496,2.21506306713883,Medium,Average
537,5.952910084234822,5.834331786363695,Medium,Good
538,7.121100095489615,4.076520186239014,Medium,Good
539,5.485512126525478,6.054953744981437,Medium,Good
540,8.461237421842489,6.357130594898631,Medium,Average
541,7.959523718239945,4.463641864136604,Medium,Average
542,4.481942620332633,5.749270528466997,Medium,Average
543,5.820498768952493,4.277902639245525,Medium,Average
544,6.058486291931844,4.903630347694357,Medium,Average
545,4.5468803318581825,2.7743001214634138,Medium,Average
546,6.822198734620565,7.806194811346575,Medium,Good
547,8.137560692613079,6.26200403932269,High,Average
548,5.339790549031266,6.396618312632226,Medium,Average
549,7.775987212847005,5.66127775015281,Medium,Good
550,8.151721817884578,2.4530043637333137,Medium,Average
551,7.586028050617416,4.384449494260103,Medium,Average
552,7.385163607069392,6.579941220551678,Medium,Average
553,6.369387791929375,4.908770430262697,Medium,Poor
554,4.776990980061357,2.6163163893444845,Low,Average
555,6.893140723813951,3.7752234338012474,Low,Average
556,6.570535519755828,7.611532049946299,Medium,Average
557,7.882445672407373,3.6698611041423943,High,Average
558,8.494545009349501,5.568629456149308,High,Good
559,8.404479127199934,4.411655742374267,High,Good
560,9.096308489494433,3.1856894371671887,Medium,Good
561,7.363737215106483,5.167878551936508,Low,Good
